"site_id","aggr_eco3_2015","aggr_eco9_2015","aquacultur","area_cat7","area_ha","areacls","bord_lake","cat_unique","ch0712_cat","ch0712_use","ch0712_wgt","cntyname","comid2007","comid2012","comids2007","des_ftype","disposal","dsgn_cat","dsgn12","eco_bio","eco_l3_nam","eco_nuta","eco3_x_origin","elevation","epa_reg","eval_name","evalstat","evaporate","feow_id","fs_ew","fw_eco3","fw_eco9","gnis_id","gnis_name","huc2","huc8","index_samp","lake_origin","lake_origin12","lakearea","lakename","lat_dd83","lon_dd83","maj_basin","mdcaty","meter_deep","miss_basin","na_l1code","na_l2code","na_l3code","nars_name","nes_lake","neslake","neslake_id","nesstoret","nhdname","non_saline","nut_reg","nutreg_name","open_water","own_type","ownshp","panel","perim_km","perm_water","phys_acces","publication_date","rchcode","reachcode","ref_cluster","ref_nutr","refclus_name","repeat_visit","rt_nla","sewage","siteid_07","sitesamp","sitetype","size_class","sld","srfc_area","st_dsgn","st_mdcaty","st_panel","st_siteid","st_stratum","st_wgt_all","st_wgt_cat","st_wgt_dsgn","state","state_name","state_nla","state_pcnt","statecty","status","status_dsk","status_fld","status_st","status_ver","stratum","tnt","tnt_st","urban","us_l3code","us_l3code_2015","us_l4code","us_l4code_2015","wgt_all","wgt_cat","wgt_dsgn","xcoord","ycoord"
"NLA06608-0240",NA,NA,"No",">100",1665.988717,NA,NA,NA,NA,NA,NA,"PHILLIPS",12521609,NA,NA,NA,"No","NESLake",NA,NA,"Northwestern Glaciated Plains","V","PLNLOW MAN-MADE",677.97,"Region_8",NA,NA,"No",NA,NA,"PLNLOW","NPL",NA,NA,10,10050004,"Secchi_Samp","MAN-MADE",NA,16.65988717,"Nelson Reservoir",48.47756954,-107.5902123,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","3009",NA,"Nelson Reservoir","Yes","V","South Central Cultivated Great Plains","Yes",NA,NA,"Panel_1",51.9298439,"Yes","Yes",NA,NA,10050014001640,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",3.589021477,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MT","Montana",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",42,NA,NA,NA,1.69454268,"MT",7.833853361,-863544.2469,1276715.941
"NLA06608-0241",NA,NA,"No",">100",170.2226844,NA,NA,NA,NA,NA,NA,"FRANKLIN",4558474,NA,NA,NA,"No","XER_ID_>100",NA,NA,"Northern Basin and Range","III","WMTNS MAN-MADE",1487,"Region_10",NA,NA,"No",NA,NA,"WMTNS","XER",NA,NA,16,16010202,"Secchi_Samp","MAN-MADE",NA,1.702226844,"Oneida Narrows",42.29154287,-111.7292621,NA,"0.082016845","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oneida Narrows Reservoir","Yes","III","Xeric West","Yes",NA,NA,"Panel_1",17.00372196,"Yes",NA,NA,NA,16010202001404,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","04:>100-500 ha",3.676464235,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"ID","Idaho",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",80,NA,NA,NA,3.74318274,"ID",12.07524339,-1282715.093,643129.3152
"NLA06608-0242",NA,NA,"No",">100",320.1372478,NA,NA,NA,NA,NA,NA,"NEW LONDON",6148217,NA,NA,NA,"No","NAP_CT_>100",NA,NA,"Northeastern Coastal Zone","CPL","EHIGH MAN-MADE",47.73,"Region_1",NA,NA,"No",NA,NA,"EHIGH","NAP",NA,NA,1,1100001,"Secchi_Samp","MAN-MADE",NA,3.201372478,"Pachaug Pond",41.56832304,-71.91051169,NA,"0.051773852","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pachaug Pond","Yes","XIV","Eastern Coastal Plain","Yes",NA,NA,"Panel_1",17.66382324,"Yes","Yes",NA,NA,1100001001723,"B","N","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","04:>100-500 ha",2.78491327,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"CT","Connecticut",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",59,NA,NA,NA,21.55717344,"CT",19.12883297,1972709.728,707199.5513
"NLA06608-0243",NA,NA,NA,">100",134133.9019,NA,NA,NA,NA,NA,NA,"CORSON",21835185,NA,NA,NA,NA,"NPL_SD_>100",NA,NA,"Northwestern Great Plains","IVman","PLNLOW MAN-MADE",490.37,"Region_8",NA,NA,NA,NA,NA,"PLNLOW","NPL",NA,NA,10,10130102,"Secchi_Samp","MAN-MADE",NA,1341.339019,"Lake Oahe",44.73647289,-100.7421974,NA,"0.091736307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IV","Great Plains Grass and Shrublands",NA,NA,NA,"Panel_1",2763.418009,NA,NA,NA,NA,10130105003832,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO",NA,NA,"YES","PROB_Lake","06:>5000 ha",21.28493717,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD","South Dakota",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",43,NA,NA,NA,5.45364912,"SD",10.79587135,-374723.9067,818952.1005
"NLA06608-0244",NA,NA,NA,">100",6140.977218,NA,NA,NA,NA,NA,NA,"BAYLOR",13732800,NA,NA,NA,NA,"NESLake",NA,NA,"Southwestern Tablelands","IVman","PLNLOW MAN-MADE",360.62,"Region_6",NA,NA,NA,NA,NA,"PLNLOW","SPL",NA,NA,11,11130206,"Secchi_Samp","MAN-MADE",NA,61.40977218,"Lake Kemp",33.73938795,-99.23199838,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","4816",NA,"Lake Kemp","No","IV","Great Plains Grass and Shrublands","Yes",NA,NA,"Panel_1",199.0464485,"Yes","Yes",NA,NA,11130206000623,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"TRASH",NA,NA,"YES","PROB_Lake","06:>5000 ha",7.165240269,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"TX","Texas",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",26,NA,NA,NA,2.186087249,"TX",7.833853361,-297287.4446,-415874.6815
"NLA06608-0245",NA,NA,"No",">100",152.7359691,NA,NA,NA,NA,NA,NA,"NAPA",2784169,NA,NA,NA,"No","XER_CA_>100",NA,NA,"Southern and Central California Chaparral and Oak Woodlands","III","WMTNS MAN-MADE",118.31,"Region_9",NA,NA,"No",NA,NA,"WMTNS","XER",NA,NA,18,18050001,"Secchi_Samp","MAN-MADE",NA,1.527359691,"Lake Curry",38.36396781,-122.1300516,NA,"0.025732052","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Curry","Yes","III","Xeric West","Yes",NA,NA,"Panel_1",8.985393398,"Yes","Yes",NA,NA,18050001001659,"G","Y","Western Mountains: Moderate-elevation, large southern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","04:>100-500 ha",2.05098036,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"CA","California",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",6,NA,NA,NA,23.00536336,"CA",38.48792767,-2233219.881,405802.6232
"NLA06608-0247",NA,NA,"No","(50,100]",87.89140131,NA,NA,NA,NA,NA,NA,"MINNEHAHA",7221648,NA,NA,NA,"No","NESLake",NA,NA,"Northern Glaciated Plains","VI","PLNLOW NATURAL",473.98,"Region_8",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10170203,"Secchi_Samp","NATURAL",NA,0.878914013,"Wall Lake",43.53474213,-96.96004,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","4630",NA,"Wall Lake","Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,"Panel_1",4.07974018,"Yes","Yes",NA,NA,10170203002915,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","PROB_Lake","03:>50-100 ha",1.227592932,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"SD","South Dakota",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",46,NA,NA,NA,3.957354262,"SD",7.833853361,-77245.04662,676016.9503
"NLA06608-0253",NA,NA,"No","(4,10]",7.660024612,NA,NA,NA,NA,NA,NA,"BULLOCH",9920464,NA,NA,NA,"No","(4,10]",NA,NA,"Southeastern Plains","IX","PLNLOW MAN-MADE",62.25,"Region_4",NA,NA,"No",NA,NA,"PLNLOW","CPL",NA,NA,3,3060203,"Secchi_Samp","MAN-MADE",NA,0.076600246,"HZ Smith Lake",32.47736836,-81.83068716,NA,"0.001312891","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H Z Smith Lake","Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",1.256200591,"Yes","Yes",NA,NA,3060203002932,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"SO-SO","No",NA,"YES","PROB_Lake","01: <10 ha",1.280380286,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"GA","Georgia",NA,NA,NA,"Target_Sampled","Do_Field","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",65,NA,NA,NA,402.5352728,"GA",754.345388,1319681.284,-463231.2044
"NLA06608-0254",NA,NA,"No","(50,100]",96.47198068,NA,NA,NA,NA,NA,NA,"BENSON",14299961,NA,NA,NA,"No","TPL_ND_(50,100]",NA,NA,"Northern Glaciated Plains","VI","PLNLOW NATURAL",441.38,"Region_8",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,9,9020201,"Secchi_Samp","NATURAL",NA,0.964719807,"Twin Lakes",47.96678307,-99.09494995,NA,"0.011262177","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Twin Lakes","Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,"Panel_1",5.910788463,"Yes","Yes",NA,NA,9020201009421,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","PROB_Lake","03:>50-100 ha",1.697617671,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"ND","North Dakota",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",46,NA,NA,NA,79.24552366,"ND",87.938001,-232957.6799,1171506.375
"NLA06608-0255",NA,NA,"No","(20,50]",27.57971984,NA,NA,NA,NA,NA,NA,"WHITE",18422167,NA,NA,NA,"No","SAP_TN_(20,50]",NA,NA,"Southwestern Appalachians","XI","EHIGH MAN-MADE",565.35,"Region_4",NA,NA,"No",NA,NA,"EHIGH","SAP",NA,NA,5,5130108,"Secchi_Samp","MAN-MADE",NA,0.275797198,"Wonder Lake",35.94835771,-85.31930179,NA,"0.037142336","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wonder Lake","Yes","XI","The Central and Eastern Forested Uplands","Yes",NA,NA,"Panel_1",3.912688048,"Yes","Yes",NA,NA,5130108001543,"A","N","E. Highlands: Large, warm, and deep reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",2.101722466,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"TN","Tennessee",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",68,NA,NA,NA,29.11987367,"TN",26.66427285,952847.1149,-120230.386
"NLA06608-0257",NA,NA,"No",">100",10127.62131,NA,NA,NA,NA,NA,NA,"LINCOLN",22886851,NA,NA,NA,"No","NESLake",NA,NA,"Northern Rockies","II","WMTNS MAN-MADE",750,"Region_8",NA,NA,"No",NA,NA,"WMTNS","WMT",NA,NA,17,17010101,"Secchi_Samp","MAN-MADE",NA,101.2762131,"Koocanusa Reservoir",48.54139505,-115.2253416,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","3006",NA,"Koocanusa Reservoir","Yes","II","Western Forested Mountains","Yes",NA,NA,"Panel_1",368.0398635,"Yes","Yes",NA,NA,17010101002125,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","06:>5000 ha",10.31659073,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MT","Montana",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",15,NA,NA,NA,1.69454268,"MT",7.833853361,-1424780.844,1375627.376
"NLA06608-0259",NA,NA,NA,"(10,20]",10.38935164,NA,NA,NA,NA,NA,NA,"LA MOURE",11439041,NA,NA,NA,NA,"NPL_ND_(10,20]",NA,NA,"Northwestern Glaciated Plains","V","PLNLOW NATURAL",593.82,"Region_8",NA,NA,NA,NA,NA,"PLNLOW","NPL",NA,NA,10,10160004,"Secchi_Samp","NATURAL",NA,0.103893516,NA,46.37421211,-98.99123974,NA,"0.010911876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V","South Central Cultivated Great Plains",NA,NA,NA,"Panel_1",1.740557562,NA,NA,NA,NA,10160004001755,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO",NA,NA,"YES","PROB_Lake","02:>10-50 ha",1.523313305,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","North Dakota",NA,NA,NA,"Target_Sampled","Do_Field","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",42,NA,NA,NA,81.78952116,"ND",90.76105074,-230696.7803,995217.8987
"NLA06608-0260",NA,NA,"No",">100",1918.981332,NA,NA,NA,NA,NA,NA,"RIO ARRIBA",17843236,NA,NA,NA,"No","WMT_NM_>100",NA,NA,"Southern Rockies","II","WMTNS MAN-MADE",2181,"Region_6",NA,NA,"No",NA,NA,"WMTNS","WMT",NA,NA,13,13020102,"Secchi_Samp","MAN-MADE",NA,19.18981332,"Heron Reservoir",36.67343618,-106.6907196,NA,"0.17269874","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heron Reservoir","Yes","II","Western Forested Mountains","Yes",NA,NA,"Panel_1",56.33589494,"Yes","Yes",NA,NA,13020102002516,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",3.627812984,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NM","New Mexico",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",21,NA,NA,NA,7.461529622,"NM",5.734687887,-944620.5737,-39429.94081
"NLA06608-0268",NA,NA,"No",">100",285.7856053,NA,NA,NA,NA,NA,NA,"OKFUSKEE",534935,NA,NA,NA,"No","SPL_OK_>100",NA,NA,"Cross Timbers","IX","PLNLOW MAN-MADE",236.95,"Region_6",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,11,11100303,"Secchi_Samp","MAN-MADE",NA,2.857856053,"Okemah Lake",35.50848975,-96.32121976,NA,"0.07157412","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Okemah Lake","Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",23.155508,"Yes","Yes",NA,NA,11100303003884,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","PROB_Lake","04:>100-500 ha",3.86392961,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"OK","Oklahoma",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",29,NA,NA,NA,3.800212608,"OK",13.83703171,-28883.49954,-223030.1123
"NLA06608-0271",NA,NA,"No",">100",2010.568777,NA,NA,NA,NA,NA,NA,"LOGAN",15651051,NA,NA,NA,"No","NESLake",NA,NA,"Eastern Corn Belt Plains","VI","PLNLOW NATURAL",303.7,"Region_5",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,5,5080001,"Secchi_Samp","NATURAL",NA,20.10568777,"Lucys Pond",40.47787067,-83.87906608,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","3915",NA,"Lucys Pond","Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,"Panel_1",72.84914595,"Yes","Yes",NA,NA,5080001002765,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",4.583107729,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"OH","Ohio",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",55,NA,NA,NA,6.710008221,"OH",7.833853361,1016116.806,398616.1298
"NLA06608-0275",NA,NA,NA,"(50,100]",56.20261632,NA,NA,NA,NA,NA,NA,"MCINTOSH",14745448,NA,NA,NA,NA,"NPL_ND_(50,100]",NA,NA,"Northwestern Glaciated Plains","V","PLNLOW NATURAL",599.68,"Region_8",NA,NA,NA,NA,NA,"PLNLOW","NPL",NA,NA,10,10130106,"Secchi_Samp","NATURAL",NA,0.562026163,"Mud Lake",46.27199075,-99.38087643,NA,"0.044741928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V","South Central Cultivated Great Plains",NA,NA,NA,"Panel_1",3.367303315,NA,NA,NA,NA,10130106002921,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO",NA,NA,"YES","PROB_Lake","03:>50-100 ha",1.267065422,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","North Dakota",NA,NA,NA,"Target_Sampled","Do_Field","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",42,NA,NA,NA,19.94722145,"ND",22.1352412,-261138.4061,984897.1071
"NLA06608-0276",NA,NA,"No","(20,50]",40.33012996,NA,NA,NA,NA,NA,NA,"TELLER",1529287,NA,NA,NA,"No","WMT_CO_(20,50]",NA,NA,"Southern Rockies","II","WMTNS MAN-MADE",3323.93,"Region_8",NA,NA,"No",NA,NA,"WMTNS","WMT",NA,NA,11,11020002,"Secchi_Samp","MAN-MADE",NA,0.4033013,"McReynolds Reservoir",38.77637097,-105.0043919,NA,"0.017184137","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"McReynolds Reservoir","Yes","II","Western Forested Mountains","Yes",NA,NA,"Panel_1",3.252266441,"Yes","Yes",NA,NA,11020002001811,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.444662418,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"CO","Colorado",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",21,NA,NA,NA,24.83916102,"CO",57.63300104,-773809.6212,179745.2842
"NLA06608-0277",NA,NA,"No",">100",3395.548853,NA,NA,NA,NA,NA,NA,"BLAINE",23171013,NA,NA,NA,"No","XER_ID_>100",NA,NA,"Snake River Plain","III","WMTNS MAN-MADE",1278.65,"Region_10",NA,NA,"No",NA,NA,"WMTNS","XER",NA,NA,17,17040209,"Secchi_Samp","MAN-MADE",NA,33.95548853,"Lake Walcott",42.6781739,-113.4006122,NA,"0.082016845","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","III","Xeric West","Yes",NA,NA,"Panel_1",65.96433816,"Yes",NA,NA,NA,17040209001978,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",3.193370329,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"ID","Idaho",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",12,NA,NA,NA,3.74318274,"ID",12.07524339,-1409690.821,709375.2455
"NLA06608-0279",NA,NA,NA,"(50,100]",186.683289,NA,NA,NA,NA,NA,NA,"BLUE EARTH",10595596,NA,NA,NA,NA,"TPL_MN_(50,100]",NA,NA,"Western Corn Belt Plains","VI","PLNLOW NATURAL",300.84,"Region_5",NA,NA,NA,NA,NA,"PLNLOW","TPL",NA,NA,7,7020011,"Secchi_Samp","NATURAL",NA,1.86683289,"North Eagle",44.19244227,-93.8978566,NA,"0.004047549","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,"Panel_1",9.456972,"Yes","Yes",NA,NA,NA,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO",NA,NA,"YES","PROB_Lake","03:>50-100 ha",1.952515316,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MN","Minnesota",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",47,NA,NA,NA,176.788656,"MN",244.6847348,167505.3771,750842.4923
"NLA06608-0280",NA,NA,NA,"(4,10]",5.361184254,NA,NA,NA,NA,NA,NA,"HENDERSON",1451159,NA,NA,NA,NA,"(4,10]",NA,NA,"East Central Texas Plains","IX","PLNLOW MAN-MADE",116.46,"Region_6",NA,NA,NA,NA,NA,"PLNLOW","CPL",NA,NA,12,12030201,"Secchi_Samp","MAN-MADE",NA,0.053611843,"McElvaney Lake",32.08989492,-95.89426355,NA,"0.001312891","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",1.133240069,"Yes","Yes",NA,NA,12030201001756,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"SO-SO",NA,NA,"YES","PROB_Lake","01: <10 ha",1.38065962,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"TX","Texas",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",33,NA,NA,NA,210.5049403,"TX",754.345388,9932.568478,-604982.4332
"NLA06608-0281",NA,NA,"No","(50,100]",95.02838878,NA,NA,NA,NA,NA,NA,"ROWAN",9201807,NA,NA,NA,"No","SAP_NC_(50,100]",NA,NA,"Piedmont","IX","EHIGH MAN-MADE",196.08,"Region_4",NA,NA,"No",NA,NA,"EHIGH","SAP",NA,NA,3,3040105,"Secchi_Samp","MAN-MADE",NA,0.950283888,"Lake Fisher",35.49457482,-80.57559837,NA,"0.064924794","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Fisher","Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",11.62002925,"Yes","Yes",NA,NA,3040105001117,"A","N","E. Highlands: Large, warm, and deep reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","03:>50-100 ha",3.36260308,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NC","North Carolina",NA,NA,NA,"Target_Sampled","Do_Field",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",45,NA,NA,NA,11.56487147,"NC",15.25416276,1381107.285,-112309.2574
"NLA06608-0283",NA,NA,"No",">100",4731.475925,NA,NA,NA,NA,NA,NA,"GREENE",21677972,NA,NA,NA,"No","CPL_AL_>100",NA,NA,"Southeastern Plains","IX","PLNLOW MAN-MADE",22.28,"Region_4",NA,NA,"No",NA,NA,"PLNLOW","CPL",NA,NA,3,3160106,"Secchi_Samp","MAN-MADE",NA,47.31475925,"Lake Demopolis",32.51233098,-87.85257456,NA,"0.025272812","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",698.1088116,"Yes","Yes",NA,NA,3160106003071,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",28.62990259,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"AL","Alabama",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",65,NA,NA,NA,12.25667095,"AL",39.18730405,760375.5909,-525281.9839
"NLA06608-0284",NA,NA,"No","(10,20]",16.50629257,NA,NA,NA,NA,NA,NA,"KIOWA",685119,NA,NA,NA,"No","SPL_OK_(10,20]",NA,NA,"Central Great Plains","V","PLNLOW MAN-MADE",466.76,"Region_6",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,11,11130302,"Secchi_Samp","MAN-MADE",NA,0.165062926,NA,34.9138437,-98.73027981,NA,"0.019220973","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","V","South Central Cultivated Great Plains","Yes",NA,NA,"Panel_1",2.847002159,"Yes","Yes",NA,NA,11130302002781,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.976778893,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"OK","Oklahoma",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",27,NA,NA,NA,14.15104596,"OK",51.52566236,-247380.096,-286070.859
"NLA06608-0285",NA,NA,"No","(10,20]",34.458845,NA,NA,NA,NA,NA,NA,"SUSSEX",8390908,NA,NA,NA,"No","CPL_DE_(10,20]",NA,NA,"Middle Atlantic Coastal Plain","CPL","PLNLOW MAN-MADE",1.55,"Region_3",NA,NA,"No",NA,NA,"PLNLOW","CPL",NA,NA,2,2060008,"Secchi_Samp","MAN-MADE",NA,0.344588,"Records Pond",38.55948746,-75.56227311,NA,"0.05243706","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Records Pond","Yes","XIV","Eastern Coastal Plain","Yes",NA,NA,"Panel_1",4.701421,"Yes","Yes",NA,NA,2060008000999,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",2.259301216,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"DE","Delaware",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",63,NA,NA,NA,7.106882591,"DE",7.512545728,1750646,307723.8
