field,units,description,algaltoxins,atrazine,bentcond,benthic,bentmet,benttaxa,chla,condition,phab,phabmet,phytotaxa,profile,secchi,siteinfo,topsedhg,waterchem,zoopcond,zoopmets,zooptaxa
FCVLIVETREES_LIT,NA,Fish cover: std dev. of live trees in the littoral zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVLIVETREES_SIM,NA,Fish cover: std dev. of live trees simulating the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVOVERHANG,NA,Fish cover: std dev. of overhangs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVOVERHANG_DD,NA,Fish cover: std dev. of overhangs in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVOVERHANG_LIT,NA,Fish cover: std dev. of overhangs in the littoral zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVOVERHANG_SIM,NA,Fish cover: std dev. of overhangs simulating the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSNAG,NA,Fish cover: std dev. of snags,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSNAGS_DD,NA,Fish cover: std dev. of snags in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSNAGS_LIT,NA,Fish cover: std dev. of snags in the littoral zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSNAGS_SIM,NA,Fish cover: std dev. of snags simulating the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSTRUCTURES,NA,Fish cover: std dev. of artificial structures,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSTRUCTURES_DD,NA,Fish cover: std dev. of artificial structures in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSTRUCTURES_LIT,NA,Fish cover: std dev. of artificial structures in the littoral zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FCVSTRUCTURES_SIM,NA,Fish cover: std dev. of artificial structures simulating the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FEED_PT,NA,Functional feeding group metric score,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOW_ID,NA,Freshwater Ecoregions of the World (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FFG,NA,Functional feeding group; codes separated by commas if more than one,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FINE_BIO,NA,Biomass of individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE_NAT_NTAX,NA,Number of distinct smaller-sized native taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE_NAT_PBIO,NA,Percent of biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE_NAT_PTAX,NA,Percent of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE_NTAX,NA,Number of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE_PBIO,NA,Percent of biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE_PTAX,NA,Percent of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE300_NAT_PBIO,NA,Percent of biomass represented in native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINE300_PBIO,NA,Percent of biomass represented in individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLOS_DEN,NA,Density of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FORM_TYPE,NA,Form type,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FS_EW,NA,Eastern or western US Forest Service land,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FW_ECO3,NA,"Original NARS 3-level reporting region, based on aggregating WSA9 reporting regions: EHIGH=Eastern Highlands (NAP, SAP); PLNLOW=Plains and Lowlands (CPL, NPL, SPL, TPL, UMW); WMTNS=Western Mountains and Xeric (WMT, XER).",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FW_ECO9,NA,"Original NARS 9-level reporting region, based on aggregated Omernik Level III ecoregions: CPL=Coastal Plains; NAP=Northern Appalachians; NPL=Northern Plains; SAP=Southern Appalachians; SPL=Southern Plains; TPL=Temperate Plains; UMW=Upper Midwest; WMT=Western Mountains; XER=Xeric West.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GC_BARE,NA,"Ground cover bare (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_BARE_DD,NA,percent ground uncovered in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_INUNDATED,NA,"Ground cover inundated vegetation (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_INUNDATED_DD,NA,percent ground cover by inundation in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_NONWOODY,NA,"Ground cover nonwoody (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_NONWOODY_DD,NA,percent ground cover by nonwoody veg in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_WOODY,NA,"Ground cover woody (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GC_WOODY_DD,NA,percent ground cover by woody veg in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GEN_NAT_NTAX,NA,Number of genera represented by distinct native taxa (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEN_NTAX,NA,Number of genera represented by distinct taxa (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEN300_NAT_NTAX,NA,Number of native genera represented in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEN300_NTAX,NA,Number of genera represented in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GENUS,NA,Genus of taxon,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
GNIS_ID,NA,Goegraphic Names Information System ID (from NHD),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GNIS_NAME,NA,USGS Geographic Names Information System name,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HABIT,NA,Habit designation for macroinvertebrates,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HABT_PT,NA,Habit metric score,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMININD,NA,Number of Hemiptera individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMINTAX,NA,No. of Hemiptera taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMIPIND,NA,% Hemiptera individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMIPTAX,NA,% Hemiptera taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERB_NTAX,NA,Number of distinct herbivore taxa (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HERB300_BIO,NA,Biomass of herbivorous individuals in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HERB300_NTAX,NA,Number of distinct taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HERB300_PBIO,NA,Percent biomass represented by herbivorous individuals in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HI_BUILDINGS,NA,Human influence buildings (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_BUILDINGS_DD,NA,Human influence by buildings in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_COMMERCIAL,NA,Human influence commercial(O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_COMMERCIAL_DD,NA,Human influence by commercial use in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_CROPS,NA,Human influence row crops (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_CROPS_DD,NA,Human influence by row crops in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_DOCKS,NA,Human influence docks(O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_DOCKS_DD,NA,Human influence by docks in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_LANDFILL,NA,Human influence landfill(O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_LANDFILL_DD,NA,Human influence by landfill in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_LAWN,NA,Human influence lawn (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_LAWN_DD,NA,Human influence by lawn in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_ORCHARD,NA,Human influence orchard (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_ORCHARD_DD,NA,Human influence by orchards in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_OTHER,NA,Human influence other (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_OTHER_DD,NA,Human influence by other in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_PARK,NA,Human influence park facilities (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_PARK_DD,NA,Human influence by park in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_PASTURE,NA,Human influence pasture (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_PASTURE_DD,NA,Human influence by pasture in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_POWERLINES,NA,Human influence powerlines(O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_POWERLINES_DD,NA,Human influence by powerlines in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_ROADS,NA,Human influence roads (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_ROADS_DD,NA,Human influence by roads in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_WALLS,NA,Human influence walls (O=non present/P=present outside plot/C=present w/i plot),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HI_WALLS_DD,NA,Human influence by walls in the drawdown zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HIFPANY,NA,Human influence: fractional presence of any influence,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANY_DD,NA,Human influence: fractional presence of any influence in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANY_RIP,NA,Human influence: fractional presence of any influence in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANY_SYN,NA,Human influence: fractional presence of any influence synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANYCIRCA,NA,Human influence: fractional presence of any influence occuring in station plots,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANYCIRCA_DD,NA,Human influence: fractional presence of any influence occuring in station plots in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANYCIRCA_RIP,NA,Human influence: fractional presence of any influence occuring in station plots in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIFPANYCIRCA_SYN,NA,Human influence: fractional presence of any influence occuring in station plots synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAG,NA,Human influence: index of agricultural influences,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAG_DD,NA,Human influence: index of agricultural influences in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAG_RIP,NA,Human influence: index of agricultural influences in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAG_SYN,NA,Human influence: index of agricultural influences synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAGCIRCA,NA,Human influence: index of agricultural influences occuring close to shore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAGCIRCA_DD,NA,Human influence: index of agricultural influences occuring close to shore in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAGCIRCA_RIP,NA,Human influence: index of agricultural influences occuring close to shore in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIAGCIRCA_SYN,NA,Human influence: index of agricultural influences occuring close to shore synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALL,NA,Human influence: index of all human influences,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALL_DD,NA,Human influence: index of all human influences in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALL_RIP,NA,Human influence: index of all human influences in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALL_SYN,NA,Human influence: index of all human influences synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALLCIRCA,NA,Human influence: index of all influences occuring close to shore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALLCIRCA_DD,NA,Human influence: index of all influences occuring close to shore in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALLCIRCA_RIP,NA,Human influence: index of all influences occuring close to shore in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIIALLCIRCA_SYN,NA,Human influence: index of all influences occuring close to shore synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAG,NA,Human influence: index of nonagricultural influences,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAG_DD,NA,Human influence: index of nonagricultural influences in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAG_RIP,NA,Human influence: index of nonagricultural influences in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAG_SYN,NA,Human influence: index of nonagricultural influences synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAGCIRCA,NA,Human influence: index of nonagricultural influences occuring close to shore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAGCIRCA_DD,NA,Human influence: index of nonagricultural influences occuring close to shore in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAGCIRCA_RIP,NA,Human influence: index of nonagricultural influences occuring close to shore in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIINONAGCIRCA_SYN,NA,Human influence: index of nonagricultural influences occuring close to shore synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINAG,NA,Human influence: count of all values used,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINAG_DD,NA,Human influence: count of all values used in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINAG_RIP,NA,Human influence: count of all values used in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINAG_SYN,NA,Human influence: count of all values used synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINALL,NA,Human influence: count of all values used,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINALL_DD,NA,Human influence: count of all values used in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINALL_RIP,NA,Human influence: count of all values used in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINALL_SYN,NA,Human influence: count of all values used synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINBUILDINGS,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINBUILDINGS_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINBUILDINGS_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINBUILDINGS_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCOMMERCIAL,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCOMMERCIAL_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCOMMERCIAL_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCOMMERCIAL_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCROPS,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCROPS_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCROPS_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINCROPS_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINDOCKS,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINDOCKS_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINDOCKS_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINDOCKS_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLANDFILL,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLANDFILL_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLANDFILL_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLANDFILL_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLAWN,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLAWN_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLAWN_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINLAWN_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINNONAG,NA,Human influence: count of all values used,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINNONAG_DD,NA,Human influence: count of all values used in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINNONAG_RIP,NA,Human influence: count of all values used in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINNONAG_SYN,NA,Human influence: count of all values used synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINORCHARD,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINORCHARD_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINORCHARD_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINORCHARD_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINOTHER_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINOTHER_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINOTHER_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPARK,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPARK_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPARK_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPARK_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPASTURE,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPASTURE_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPASTURE_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPASTURE_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPOWERLINES,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPOWERLINES_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPOWERLINES_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINPOWERLINES_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINROADS,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINROADS_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINROADS_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINROADS_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINWALLS,NA,Human influence: count of values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINWALLS_DD,NA,Human influence: count of values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINWALLS_RIP,NA,Human influence: count of values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HINWALLS_SYN,NA,Human influence: count of values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWAG,NA,Human influence: weighted presence of agricultural influences,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWAG_DD,NA,Human influence: weighted presence of agricultural influences in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWAG_RIP,NA,Human influence: weighted presence of agricultural influences in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWAG_SYN,NA,Human influence: weighted presence of agricultural influences synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWALL,NA,Human influence: w1_hall,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWALL_DD,NA,Human influence: w1_hall in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWALL_RIP,NA,Human influence: w1_hall in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
