"SAMPLE_TYPE","DATA_COLUMN","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS","filename_short","order","DESCRIPTION"
"SUBBENT","SUBSTRATE","|ROCKY/COBBLE/WOODY_DEBRIS|MACROPHYTE_BEDS|ORGANIC/FINE_MUDS|LEAF_PACK|OTHER","NA","NA",NA,"phab",13,"Substrate Code"
"VERIF","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Initial of reviewer of forms"
"PHAB","ODOR","|NONE|H2S|ANOXIC|OIL|CHEMICAL|OTHER.*","NA","NA",NA,"phab",13,"Odor Type"
"PHAB","ODOR_DESC",NA,"NA","NA",NA,"phab",13,"Description of Odor"
"PROF","ODOR","|Y|N","NA","NA",NA,"phab",13,"Odor present"
"PROF","ODOR_DESC",NA,"NA","NA",NA,"phab",13,"Description of odor"
"DESIGN","STATE",NA,"NA","NA",NA,"phab",13,"State lake is assigned to for sampling in NLA 2012"
"SUBBENT","SUBSTRATE","|ROCKY/COBBLE/WOODY_DEBRIS|MACROPHYTE_BEDS|ORGANIC/FINE_MUDS|LEAF_PACK|OTHER","NA","NA",NA,"phab",13,"Substrate Code"
"ASSESS","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Intials of form reviewer"
"PHAB","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Intials of form reviewer"
"VERIF","DATE_COL",NA,"NA","NA","None","phab",13,"Date of sample collection"
"VERIF","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Initial of reviewer of forms"
"VERIF","SITE_ID",NA,"NA","NA",NA,"phab",13,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"phab",13,"Sequential number of visit to site"
NA,"FORM_TYPE",NA,"NA","NA",NA,"phab",13,"Form type"
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"phab",13,"Publication Date"
NA,"SAMPLE_TYPE",NA,"NA","NA",NA,"phab",13,"Sample type"
NA,"UID",NA,"NA","NA",NA,"phab",13,"Unique site visit ID"
"PHAB","AMFCALL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional cover of all macrophytes"
"PHAB","AMFCEMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional cover of emergent macrophytes"
"PHAB","AMFCFLOATING",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional cover of floating macrophytes"
"PHAB","AMFCSUBMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional cover of submergent macrophytes"
"PHAB","AMFPALL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional presence of all macrophytes"
"PHAB","AMFPEMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional presence of emergent macrophytes"
"PHAB","AMFPFLOATING",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional presence of floating macrophytes"
"PHAB","AMFPSUBMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: fractional presence of submergent macrophytes"
"PHAB","AMIDALL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: interdecimile cover of all macrophytes"
"PHAB","AMIQALL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: interquartile cover of all macrophytes"
"PHAB","AMITOTAL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: index of total cover of aquatic macrophytes"
"PHAB","AMNALL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: number of stations with Total cover data"
"PHAB","AMNEMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: number of stations with Emergent data"
"PHAB","AMNFLOATING",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: number of stations with Floating data"
"PHAB","AMNSUBMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: number of stations with Submergent data"
"PHAB","AMVALL",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: std dev. Cover of all macrophytes"
"PHAB","AMVEMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: std dev. Cover of Emergent macrophytes"
"PHAB","AMVFLOATING",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: std dev. Cover of Floating macrophytes"
"PHAB","AMVSUBMERGENT",NA,"NA","NA",NA,"phabmet",14,"Aquatic macrophytes: std dev. Cover of Submergent macrophytes"
"PHAB","BFFFLAT",NA,"NA","NA",NA,"phabmet",14,"Bank features: fraction with flat banks"
"PHAB","BFFGRADUAL",NA,"NA","NA",NA,"phabmet",14,"Bank features: fraction with gradual banks"
"PHAB","BFFSTEEP",NA,"NA","NA",NA,"phabmet",14,"Bank features: fraction with steep banks"
"PHAB","BFFVERTICAL",NA,"NA","NA",NA,"phabmet",14,"Bank features: fraction with vertical banks"
"PHAB","BFNANGLE",NA,"NA","NA",NA,"phabmet",14,"Bank features: number of stations with bank angle data"
"PHAB","BFNHORIZDIST",NA,"NA","NA",NA,"phabmet",14,"Bank features: count of horizontal distance to highwater mark"
"PHAB","BFNHORIZDIST_DD",NA,"NA","NA",NA,"phabmet",14,"Bank features: count of horizontal distance to drawdown zone"
"PHAB","BFNVERTHEIGHT",NA,"NA","NA",NA,"phabmet",14,"Bank features: count of vertical height to highwater mark"
"PHAB","BFNVERTHEIGHT_DD",NA,"NA","NA",NA,"phabmet",14,"Bank features: count of vertical height to drawdown zone"
"PHAB","BFOANGLE",NA,"NA","NA",NA,"phabmet",14,"Bank features: bank angle mode"
"PHAB","BFXHORIZDIST",NA,"NA","NA",NA,"phabmet",14,"Bank features: horizontal distance to highwater mark"
"PHAB","BFXHORIZDIST_DD",NA,"NA","NA",NA,"phabmet",14,"Bank features: horizontal distance to drawdown zone"
"PHAB","BFXVERTHEIGHT",NA,"NA","NA",NA,"phabmet",14,"Bank features: vertical height to highwater mark"
"PHAB","BFXVERTHEIGHT_DD",NA,"NA","NA",NA,"phabmet",14,"Bank features: vertical height to drawdown zone"
"PHAB","BS16LDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: 16th percentile of bottom substrate diameter"
"PHAB","BS25LDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: 25th percentile of bottom substrate diameter"
"PHAB","BS50LDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: 50th percentile of bottom substrate diameter"
"PHAB","BS75LDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: 75th percentile of bottom substrate diameter"
"PHAB","BS84LDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: 84th percentile of bottom substrate diameter"
"PHAB","BSFANOXIC",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction with anoxic odor"
"PHAB","BSFBLACK",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction of Black substrate"
"PHAB","BSFBROWN",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction of Brown substrate"
"PHAB","BSFCBEDROCK",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of bedrock"
"PHAB","BSFCBOULDERS",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of Boulder"
"PHAB","BSFCCOBBLE",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of Cobble"
"PHAB","BSFCGRAVEL",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of gravel"
"PHAB","BSFCHEMICAL",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction with chemical odor"
"PHAB","BSFCORGANIC",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of organic"
"PHAB","BSFCSAND",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of sand"
"PHAB","BSFCSILT",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of silt"
"PHAB","BSFCWOOD",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional cover of wood"
"PHAB","BSFGRAY",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction of Gray substrate"
"PHAB","BSFH2S",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction with H2S odor"
"PHAB","BSFNONEODOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction with no odor"
"PHAB","BSFOIL",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction with oil odor"
"PHAB","BSFOTHERCOLOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction of other color substrate"
"PHAB","BSFOTHERODOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction with other odor"
"PHAB","BSFPBEDROCK",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of bedrock"
"PHAB","BSFPBOULDERS",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of Boulder"
"PHAB","BSFPCOBBLE",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of Cobble"
"PHAB","BSFPGRAVEL",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of gravel"
"PHAB","BSFPORGANIC",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of organic"
"PHAB","BSFPSAND",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of sand"
"PHAB","BSFPSILT",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of silt"
"PHAB","BSFPWOOD",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fractional presence of wood"
"PHAB","BSFRED",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: fraction of Red substrate"
"PHAB","BSISITEVARIETY",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: Number of substrate classes present at a site"
"PHAB","BSISTAVARIETY",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: Mean number of substrate classes present in each station"
"PHAB","BSNBEDROCK",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with bedrock data"
"PHAB","BSNBOULDERS",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with boulder data"
"PHAB","BSNCOBBLE",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with cobble data"
"PHAB","BSNCOLOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of bottom substrate color data"
"PHAB","BSNGRAVEL",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with gravel data"
"PHAB","BSNODOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with odor data"
"PHAB","BSNORGANIC",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with organic data"
"PHAB","BSNSAND",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with sand data"
"PHAB","BSNSILT",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with silt data"
"PHAB","BSNWOOD",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: number of stations with wood data"
"PHAB","BSOCOLOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: mode of color"
"PHAB","BSOFCLASS",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: Mode of bottom substrate by cover"
"PHAB","BSOODOR",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: Mode of bottom substrate odor class"
"PHAB","BSOPCLASS",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: Mode of bottom substrate by presence"
"PHAB","BSVBEDROCK",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of bedrock"
"PHAB","BSVBOULDERS",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of boulders"
"PHAB","BSVCOBBLE",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of cobble"
"PHAB","BSVGRAVEL",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of gravel"
"PHAB","BSVLDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. logged bottom substrate diameter (mineral)"
"PHAB","BSVORGANIC",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of organic"
"PHAB","BSVSAND",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of sand"
"PHAB","BSVSILT",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of silt"
"PHAB","BSVWOOD",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: std dev. cover of wood class"
"PHAB","BSXLDIA",NA,"NA","NA",NA,"phabmet",14,"Bottom substrate: mean logged bottom substrate diameter (mineral)"
"PHAB","FCFCAQUATIC",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of aquatic vegetation"
"PHAB","FCFCAQUATIC_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of aquatic vegetation in the drawdown zone"
"PHAB","FCFCAQUATIC_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of aquatic vegetation in the littoral zone"
"PHAB","FCFCAQUATIC_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of aquatic vegetation simulating 2007 protocol"
"PHAB","FCFCBOULDERS",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of boulders "
"PHAB","FCFCBOULDERS_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of boulders in the drawdown zone"
"PHAB","FCFCBOULDERS_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of boulders in the littoral zone"
"PHAB","FCFCBOULDERS_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of boulders simulating 2007 protocol"
"PHAB","FCFCBRUSH",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of brush "
"PHAB","FCFCBRUSH_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of brush in the drawdown zone"
"PHAB","FCFCBRUSH_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of brush in the littoral zone"
"PHAB","FCFCBRUSH_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of brush simulating 2007 protocol"
"PHAB","FCFCLEDGES",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of ledges "
"PHAB","FCFCLEDGES_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of ledges in the drawdown zone"
"PHAB","FCFCLEDGES_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of ledges in the littoral zone"
"PHAB","FCFCLEDGES_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of ledges simulating 2007 protocol"
"PHAB","FCFCLIVETREES",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of live trees "
"PHAB","FCFCLIVETREES_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of live trees in the drawdown zone"
"PHAB","FCFCLIVETREES_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of live trees in the littoral zone"
"PHAB","FCFCLIVETREES_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of live trees simulating 2007 protocol"
"PHAB","FCFCOVERHANG",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of overhangs "
"PHAB","FCFCOVERHANG_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of overhangs in the drawdown zone"
"PHAB","FCFCOVERHANG_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of overhangs in the littoral zone"
"PHAB","FCFCOVERHANG_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of overhangs simulating 2007 protocol"
"PHAB","FCFCSNAG",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of snags "
"PHAB","FCFCSNAGS_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of snags in the drawdown zone"
"PHAB","FCFCSNAGS_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of snags in the littoral zone"
"PHAB","FCFCSNAGS_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of snags simulating 2007 protocol"
"PHAB","FCFCSTRUCTURES",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of artificial structures "
"PHAB","FCFCSTRUCTURES_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of artificial structures in the drawdown zone"
"PHAB","FCFCSTRUCTURES_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of artificial structures in the littoral zone"
"PHAB","FCFCSTRUCTURES_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of artificial structures simulating 2007 protocol"
"PHAB","FCFPALL",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of any fish cover"
"PHAB","FCFPALL_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of any fish cover in the drawdown zone"
"PHAB","FCFPALL_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of any fish cover in the littoral zone"
"PHAB","FCFPALL_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional cover of any fish cover simulating 2007 protocol"
"PHAB","FCFPAQUATIC",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of aquatic vegetation"
"PHAB","FCFPAQUATIC_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of aquatic vegetation in the drawdown zone"
"PHAB","FCFPAQUATIC_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of aquatic vegetation in the littoral zone"
"PHAB","FCFPAQUATIC_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of aquatic vegetation simulating 2007 protocol"
"PHAB","FCFPBOULDERS",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of boulders "
"PHAB","FCFPBOULDERS_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of boulders in the drawdown zone"
"PHAB","FCFPBOULDERS_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of boulders in the littoral zone"
"PHAB","FCFPBOULDERS_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of boulders simulating 2007 protocol"
"PHAB","FCFPBRUSH",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of brush "
"PHAB","FCFPBRUSH_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of brush in the drawdown zone"
"PHAB","FCFPBRUSH_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of brush in the littoral zone"
"PHAB","FCFPBRUSH_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of brush simulating 2007 protocol"
"PHAB","FCFPLEDGES",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of ledges "
"PHAB","FCFPLEDGES_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of ledges in the drawdown zone"
"PHAB","FCFPLEDGES_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of ledges in the littoral zone"
"PHAB","FCFPLEDGES_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of ledges simulating 2007 protocol"
"PHAB","FCFPLIVETREES",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of live trees "
"PHAB","FCFPLIVETREES_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of live trees in the drawdown zone"
"PHAB","FCFPLIVETREES_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of live trees in the littoral zone"
"PHAB","FCFPLIVETREES_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of live trees simulating 2007 protocol"
"PHAB","FCFPOVERHANG",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of overhangs "
"PHAB","FCFPOVERHANG_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of overhangs in the drawdown zone"
"PHAB","FCFPOVERHANG_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of overhangs in the littoral zone"
"PHAB","FCFPOVERHANG_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of overhangs simulating 2007 protocol"
"PHAB","FCFPSNAG",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of snags "
"PHAB","FCFPSNAGS_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of snags in the drawdown zone"
"PHAB","FCFPSNAGS_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of snags in the littoral zone"
"PHAB","FCFPSNAGS_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of snags simulating 2007 protocol"
"PHAB","FCFPSTRUCTURES",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of artificial structures "
"PHAB","FCFPSTRUCTURES_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of artificial structures in the drawdown zone"
"PHAB","FCFPSTRUCTURES_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of artificial structures in the littoral zone"
"PHAB","FCFPSTRUCTURES_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: fractional presence of artificial structures simulating 2007 protocol"
"PHAB","FCIALL",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of total fish cover"
"PHAB","FCIALL_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of total fish cover in the drawdown zone"
"PHAB","FCIALL_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of total fish cover in the littoral zone"
"PHAB","FCIALL_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of total fish cover simulating 2007 protocol"
"PHAB","FCIBIG",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to large structures"
"PHAB","FCIBIG_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to large structures in the drawdown zone"
"PHAB","FCIBIG_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to large structures in the littoral zone"
"PHAB","FCIBIG_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to large structures simulating 2007 protocol"
"PHAB","FCINATURAL",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to natural structures"
"PHAB","FCINATURAL_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to natural structures in the drawdown zone"
"PHAB","FCINATURAL_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to natural structures in the littoral zone"
"PHAB","FCINATURAL_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to natural structures simulating 2007 protocol"
"PHAB","FCIRIPVEG",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to riparian vegetation"
"PHAB","FCIRIPVEG_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to riparian vegetation in the drawdown zone"
"PHAB","FCIRIPVEG_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to riparian vegetation in the littoral zone"
"PHAB","FCIRIPVEG_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: index of fish cover due to riparian vegetation simulating 2007 protocol"
"PHAB","FCNALL",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of fish cover data"
"PHAB","FCNALL_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of fish cover values in the drawdown"
"PHAB","FCNALL_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of fish cover values in the littoral zone"
"PHAB","FCNALL_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of fish cover data simulating the 2007 protocol"
"PHAB","FCNAQUATIC",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of aquatic vegetation"
"PHAB","FCNAQUATIC_DD",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of aquatic vegetation values in the drawdown"
"PHAB","FCNAQUATIC_LIT",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of aquatic vegetation values in the littoral zone"
"PHAB","FCNAQUATIC_SIM",NA,"NA","NA",NA,"phabmet",14,"Fish cover: number of aquatic vegetation data simulating the 2007 protocol"
