"dataset","field","units","description"
"siteinfo","ST_SITEID",NA,"Site ID code assigned for use in state-specific assessments. It is equal to SITE_ID unless a State provided its own specific ID code"
"siteinfo","ST_STRATUM",NA,"Design stratum for state-specific assessments. For value definitions, see survey-specific design documentation."
"siteinfo","ST_WGT_ALL",NA,"Adjusted weight for site. To be used for State-specific population estimation"
"siteinfo","ST_WGT_CAT",NA,"Categories used for unequal probability selection within a stratum for state-specific sampling frames. For value definitions, see survey-specific design documentation."
"siteinfo","ST_WGT_DSGN",NA,"Initial weight assigned to State-specific sampling frames (MI, MN, OK, UT, and VT)."
"siteinfo","STATE",NA,"State lake is assigned to for sampling in NLA 2012"
"siteinfo","STATE_NLA",NA,"State (if border lake, all states)"
"siteinfo","STATE_PCNT",NA,"Percent of lake area occurring in STATE."
"siteinfo","STATECTY",NA,"FIPS state and county code"
"siteinfo","STRATUM",NA,"Stratum use for survey design (national assessment). Needed for population estimates. For value definitions, see survey-specific design documentation."
"siteinfo","URBAN",NA,"Urban lake defined using WBDC 12 digit HUCs that intersect either US Census Urban Clusters or Urban Areas"
"siteinfo","US_L3CODE",NA,"Original Omernik Level III ecoregion code"
"siteinfo","US_L3CODE_2015",NA,"Omernik Level III ecoregion code (2015)"
"siteinfo","US_L4CODE",NA,"Original Omernik Level IV ecoregion code"
"siteinfo","US_L4CODE_2015",NA,"Omernik Level IV ecoregion code (2015)"
"siteinfo","WGT_ALL",NA,"Adjusted weight for site. To be used for NLA national population estimation"
"siteinfo","WGT_CAT",NA,"Categories used for unequal probability selection within a stratum"
"siteinfo","WGT_DSGN",NA,"Initial site weight assigned during site selection. DO NOT USE FOR POPULATION ESTIMATION!"
"siteinfo","XCOORD",NA,"x-coordinate from US Contiguous Albers Equal Area Conic projection EXCEPT Hawaii sites which are calculated from Hawaii Albers Equal Area Conic projection"
"siteinfo","YCOORD",NA,"y-coordinate from US Contiguous Albers Equal Area Conic projection EXCEPT Hawaii sites which are calculated from Hawaii Albers Equal Area Conic projection"
"siteinfo","AREACLS",NA,"Lake Area Class (ha) developed for use in indicator evaluation.  Note the categories are different from those used for design purposes (SIZE_CLASS)"
"siteinfo","EVAL_NAME",NA,"Name of Lake"
"siteinfo","EVALSTAT",NA,"Status assigned based on lake evaluation guidelines: TargetSampleable= Lake can be accessed and sampled; TargetNotSampled= Lake is target, but was temporarily inaccessible to sampling in 2012; TargetOther= Lake is considered target, but cannot be sampled for reasons other than physical inaccessibility or lack of access permission; AccessDenied=No permission to access and sample lake; Inaccessible-Barrier/Safety=Lake cannot be accessed and/or sampled sue to hazardous conditions or physical barriers (including access by boat); Inaccessible-Effort=Lake is too remote to visit.; Nontarget-CoastalSaline=lake is maintained primarily by overland flow from an adjacent estuary or ocean; Nontarget-Ephemeral=Lake determined to be dry during the index period during all but extremely wet years; Nontarget-MapError=no lake present at coordinates (includes lakes that have permanently dried up); Nontarget-NoRecAquatUse=Lake constructed for special purpose (e.g., sewage lagoon, stock pond); Nontarget-NotLake=Lake is either riverine (&lt; 7 d residence time) or fully developed wetland with no open water; Nontarget-Other=Lake is nontarget for other reasons; Nontarget-TooSmall+ Lake evaluated to be &lt; 1 ha in surface area; NonTarget-TooShallow= Lake had maximum depth of &lt; 1 m; NonTarget-Vegetated= Lake has &lt; 1000 m2 of open water, but is not a fully developed wetland with no open water; NotNeeded- Over sample lake that was not needed to meet sample size requirements within a state"
"siteinfo","LAKE_ORIGIN",NA,"Lake origin based on codes used in NLA 2007:MAN-MADE=includes LAKE-ORIGIN12= MAN_MADE, MAN_MADE_AB, and RESERVOIR; NATURAL=includes LAKE_ORIGIN12=NATURAL and NATURAL_ENH; UNCERTAIN= Includes LAKE_ORIGIN12=UNCERTAIN"
"siteinfo","LAKE_ORIGIN12",NA,"Lake origin as determined during the 2012 site evaluation process, or from the sampling visit: MAN_MADE=Impoundment created by humans with current use for purpose of water storage, wildlife/fishing, and recreation.  Not used for active irrigation or power generation.  Includes lakes that were historically used for other purposes (e.g. mining pit pond, mill pond) but currently not a ‘working” impoundment; MAN_MADE_AB=Lakes have been abandoned from their man-made function for many decades (or a century).  These are still called  man-made but function 'naturally'; NATURAL=Naturally occurring impoundment; NATURAL_ENH=Lake was originally a natural open water shallow lake that has been ‘enhanced’ with flow diversions to form larger/deeper lake to support recreational uses; RESERVOIR=Man-made impoundment for hydropower, flood control, and/or active irrigation storage; UNCERTAIN=Origin could not be determined from either site evaluation or sampling visit"
"siteinfo","SITESAMP",NA,"Did you sample this site (Y/N)"
"siteinfo","STATUS",NA,"Site status based on EVALSTAT and codes used for 2007 NLA, for use in national-scale population estimates: Target_Sampled=TargetSampled; Target_Denied=AccessDenied; Target_Inacc=Inaccessible-Barrier/Safety or Inaccessible-Effort; Target_Other=TargetOther.  Target lakes that wer not sampled.; Lake_LT_1 ha=Nontarget-TooSmall; Lake_Saline=Coastal_Saline; Lake_Shallow=Nontarget-TooShallow; Lake_Vegetated=Nontarget-Vegetated; Lake-Special_Purpose=Nontarget-NoRecAquatUse; Non_Target=Nontarget-Ephemeral or Nontarget-Other; Unknown=Lake was not evaluated or visited.  Generally applicable to additional State-specific sites that can be included in the national assessment."
"siteinfo","STATUS_ST",NA,"Site status based on EVALSTAT and codes used for 2007 NLA, for use in State-scale population estimates for MI, MN, OK, UT, and VT: Same code as STATUS_12, plus Lake_LT_4 ha= for MI and MN, lakes &lt; 4 ha were not part of the target population for the State assessment.; Lake_LT_10_ha= For UT, lakes &lt; 10 ha in FS Wilderness Areas were not part of the target population for the State assessment.; Lake_Tribal=For UT, lakes on Tribal land were not part of the target population for the State assessment"
"siteinfo","TNT",NA,"NLA target status assigned based on lake evaluation for use in national assessments. Target_Presumed= Assigned to lakes evaluated as target but were not sampled (e.g., access denials or physically inaccessible). Uncertain-Final target status cannot be determined because open water and depth criteria could not be evaluated. NotNeeded=Not needed for national level assessments (includes sites selected as part of individual state-level designs. Blank=represent errors or changes in design file, such as lakes selected &gt; 1 time or lakes whose polygons have been combined with other lakes."
"siteinfo","TNT_ST",NA,"NLA target status assigned based on lake evaluation for use in State-specific assessments"
"siteinfo","RT_NLA12",NA,"NLA Reference Class Assignment: R=reference; S=intermediate; T=impacted"
"siteinfo","DATE_COL",NA,"Date of sample collection"
"siteinfo","SITE_ID",NA,"Identification code for site"
"siteinfo","VISIT_NO",NA,"Sequential number of visit to site"
"siteinfo","UID",NA,"Unique identifier for sampling event"
"siteinfo","ECO_BIO",NA,"Bioregions"
"siteinfo","PUBLICATION_DATE",NA,"Publication Date"
"zoopcond","ZOOP_COND",NA,"Zooplankton MMI condition class"
"zoopcond","AGGR_ECO3_2015",NA,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"zoopcond","AGGR_ECO9_2015",NA,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"zoopcond","DATE_COL",NA,"Date of sample collection"
"zoopcond","SITE_ID",NA,"Identification code for site"
"zoopcond","VISIT_NO",NA,"Sequential number of visit to site"
"zoopcond","ABUN_PT",NA,"Abundance metric score for zooplankton MMI"
"zoopcond","CLAD_PT",NA,"Cladocera metric score for zooplankton MMI"
"zoopcond","COPE_PT",NA,"Copepod metric score for zooplankton MMI"
"zoopcond","MMI_ZOOP_NLA6",NA,"Zooplankton MMI score"
"zoopcond","ROTI_PT",NA,"Rotifer metric score for zooplankton MMI"
"zoopcond","TROP_PT",NA,"Trophic metric score for zooplankton MMI"
"zoopcond","UID",NA,"Unique identifier for sampling event"
"zoopcond","ECO_BIO",NA,"Bioregions"
"zoopcond","PUBLICATION_DATE",NA,"Publication Date"
"zoopcond","RICH_PT",NA,"Taxa richness metric score"
"zoopmets","AGGR_ECO3_2015",NA,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"zoopmets","AGGR_ECO9_2015",NA,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"zoopmets","DATE_COL",NA,"Date of sample collection"
"zoopmets","SITE_ID",NA,"Identification code for site"
"zoopmets","VISIT_NO",NA,"Sequential number of visit to site"
"zoopmets","ASPLAN300_PTAX",NA,"Percent of distinct taxa that are within the rotifer family Asplanchnidae in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","BOSM_DEN",NA,"Density of individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM_NAT_BIO",NA,"Biomass of native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM_NAT_DEN",NA,"Density of native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM_NAT_PBIO",NA,"Percent of biomass represented by native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM_NAT_PIND",NA,"Percent of native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM_NAT_PTAX",NA,"Percent of distinct native taxa within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM_PIND",NA,"Percent of individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"zoopmets","BOSM300_NAT_BIO",NA,"Biomass of native individuals within the cladoceran family Bosminidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","BOSM300_NAT_PBIO",NA,"Percent of biomass represented by native individuals within the cladoceran family Bosiminidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","BOSM300_NAT_PIND",NA,"Percent of native individuals within the cladoceran family Bosiminidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","BOSM300_NAT_PTAX",NA,"Percent of distinct native taxa that are within the cladoceran family Bosminidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","BOSM300_PIND",NA,"Biomass of native individuals within the cladoceran family Bosiminidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","CALAN_BIO",NA,"Biomass of individuals within the copepod order Calanoidea (coarse and fine net samples combined)"
"zoopmets","CALAN_DEN",NA,"Total density of individuals within the copepod order Calanoida (coarse and fine net samples combined)"
"zoopmets","CALAN_NAT_BIO",NA,"Biomass of native individuals within the copepod order Calanoidea (coarse and fine net samples combined)"
"zoopmets","CALAN_NAT_NTAX",NA,"Number of distinct native taxa within the copepod order Calanoida (coarse and fine net samples combined)"
"zoopmets","CALAN_NAT_PDEN",NA,"Percent of total density represented by native individuals within the copepod order Calanoida (coarse and fine net samples combined)"
"zoopmets","CALAN_NTAX",NA,"Number of distinct taxa within the copepod order Calanoida (coarse and fine net samples combined)"
"zoopmets","CALAN_PDEN",NA,"Percent of total density represented by individuals within the copepod order Calanoida (coarse and fine net samples combined)"
"zoopmets","CALAN_PTAX",NA,"Percent of distinct taxa that are within the copepod order Calanoida  (coarse and fine net samples combined)"
"zoopmets","CALAN300_BIO",NA,"Biomass of individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CALAN300_NAT_BIO",NA,"Biomass of native individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CALAN300_NAT_NTAX",NA,"Number of distinct native taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CALAN300_NTAX",NA,"Number of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CALAN300_PTAX",NA,"Percent of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CLAD_DEN",NA,"Density of individuals within the suborder Cladocera (coarse and fine net samples combined)"
"zoopmets","CLAD_HERB_DEN",NA,"Density of herbivorous cladocerans (suborder=CLADOCERA; coarse and fine net samples combined)"
"zoopmets","CLAD_HERB300_BIO",NA,"Percent biomass of herbivorous cladoceran individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CLAD_NAT_DEN",NA,"Density of native individuals within the suborder Cladocera (coarse and fine net samples combined)"
"zoopmets","CLAD_PRED300_PTAX",NA,"Percent of distinct taxa that are predaceous cladocerans in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CLAD300_BIO",NA,"Biomass of individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","CLAD300_NAT_BIO",NA,"Biomass of native individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COARSE_DEN",NA,"Density represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined)"
"zoopmets","COARSE_NAT_DEN",NA,"Density represented by individuals of native larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined)"
"zoopmets","COARSE_NAT_PBIO",NA,"Percent of total biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined)"
"zoopmets","COARSE_NAT_PTAX",NA,"Percent of distinct larger-sized native taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined)"
"zoopmets","COARSE_PBIO",NA,"Percent of total biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined)"
"zoopmets","COARSE_PTAX",NA,"Percent of distinct larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined)"
"zoopmets","COARSE300_BIO",NA,"Biomass of individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COARSE300_NAT_BIO",NA,"Biomass of native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COARSE300_NAT_PBIO",NA,"Percent of biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE)  in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","COARSE300_PBIO",NA,"Percent of biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","COLLO_BIO",NA,"Total biomass of individuals within the rotifer order Collothecaceae (coarse and fine net samples combined)"
"zoopmets","COLLO_PBIO",NA,"Percent of total biomass within the rotifer order Collothecaceae (coarse and fine net samples combined)"
"zoopmets","COLLO_PIND",NA,"Percent of total individuals within the rotifer order Collothecaceae (coarse and fine net samples combined)"
"zoopmets","COLLO300_BIO",NA,"Biomass represented by individuals of the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COLLO300_PBIO",NA,"Percent of biomass within the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COPE_DEN",NA,"Density represented by individuals within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_HERB_PBIO",NA,"Percent biomass represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined)"
"zoopmets","COPE_HERB_PDEN",NA,"Percent density represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined)"
"zoopmets","COPE_HERB300_PBIO",NA,"Percent of biomass represented by herbivorous copepods in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","COPE_NAT_DEN",NA,"Density represented by native individuals within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_NAT_NTAX",NA,"Number of distinct native taxa within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_NAT_PIND",NA,"Percent of native individuals within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_NAT_PTAX",NA,"Percent of distinct native taxa withinin the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_NTAX",NA,"Number of distinct taxa within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_OMNI_PTAX",NA,"Percent distinct taxa that are omnivorous copepods (coarse and fine net samples combined)"
"zoopmets","COPE_OMNI300_BIO",NA,"Biomass of omniivorous copepod individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COPE_OMNI300_PTAX",NA,"Percent of distinct taxa represented by omniivorous copepod individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COPE_PIND",NA,"Percent of total individuals within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_PTAX",NA,"Percent of distinct taxa within the subclass Copepoda (coarse and fine net samples combined)"
"zoopmets","COPE_RATIO_300_BIO",NA,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)"
"zoopmets","COPE_RATIO_300_NIND",NA,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on number of individuals in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)"
"zoopmets","COPE_RATIO_BIO",NA,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)"
"zoopmets","COPE_RATIO_NIND",NA,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on number of individuals (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)"
"zoopmets","COPE300_BIO",NA,"Biomass of individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COPE300_NAT_BIO",NA,"Biomass of native individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COPE300_NAT_PIND",NA,"Percent of native individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","COPE300_PIND",NA,"Percent of individuals within the subclassr Copepoda in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","DAPHNIID_DEN",NA,"Density of individuals within the family Daphiniidae (coarse and fine net samples combined)"
"zoopmets","DAPHNIID_NAT_DEN",NA,"Density of native individuals within the family Daphiniidae (coarse and fine net samples combined)"
"zoopmets","DAPHNIID_NAT_NTAX",NA,"Number of distinct native taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)"
"zoopmets","DAPHNIID_NTAX",NA,"Number of distinct taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)"
"zoopmets","DAPHNIID300_BIO",NA,"Biomass of individuals within the family Daphiniidae in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","DAPHNIID300_NAT_BIO",NA,"Biomass of native individuals within the family Daphiniidae in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","DAPHNIID300_NAT_NTAX",NA,"Number of distinct native taxa within the cladoceran family Daphiniidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","DAPHNIID300_NTAX",NA,"Number of distinct taxa within the cladoceran family Daphiniidae in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","DOM1_300_COPE_PBIO",NA,"Percent of biomass in dominant copepod taxon in the 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","DOM1_300_ROT_PBIO",NA,"Percent of rotifer biomass represented in the dominant rotifer taxon in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","DOM1_300_ROT_PIND",NA,"Percent of rotifer individuals in dominant rotifer taxa in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","DOM1_ROT_PBIO",NA,"Percent of rotifer biomass in dominant rotifer taxon (coarse and fine net samples combined)"
"zoopmets","DOM3_300_ROT_PIND",NA,"Percent of rotifer individuals in top 3 Rotifer taxa in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","DOM3_ROT_PDEN",NA,"Percent of rotifer density in top 3 rotifer taxa (coarse and fine net samples combined)"
"zoopmets","DOM3_ROT_PIND",NA,"Percent of rotifer individuals in top 3 Rotifer taxa (coarse and fine net samples combined)"
"zoopmets","DOM5_300_PBIO",NA,"Percent of rotifer biomass represent in top 5 rotifer taxa in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","DOM5_300_ROT_PIND",NA,"Percent of rotifer individuals in top 5 Rotifer taxa in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","DOM5_PBIO",NA,"Percent of total biomas represent in top 5 taxa (coarse and fine net samples combined)"
"zoopmets","DOM5_ROT_PBIO",NA,"Percent of rotifer biomass represented in top 5 rotifer taxa (coarse and fine net samples combined)"
"zoopmets","DOM5_ROT_PDEN",NA,"Percent of density in top 5 rotifer taxa (coarse and fine net samples combined)"
"zoopmets","DOM5_ROT_PIND",NA,"Percent of rotifer individuals in top 5 Rotifer taxa (coarse and fine net samples combined)"
"zoopmets","FAM_NAT_NTAX",NA,"Number of families represented by distinct native taxa (coarse and fine net samples combined)"
"zoopmets","FAM_NTAX",NA,"Number of families represented by distinct taxa (coarse and fine net samples combined)"
"zoopmets","FAM300_NAT_NTAX",NA,"Number of native families represented in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","FAM300_NTAX",NA,"Number of families represented in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","FINE_BIO",NA,"Biomass of individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE_NAT_NTAX",NA,"Number of distinct smaller-sized native taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE_NAT_PBIO",NA,"Percent of biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE_NAT_PTAX",NA,"Percent of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE_NTAX",NA,"Number of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE_PBIO",NA,"Percent of biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE_PTAX",NA,"Percent of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"zoopmets","FINE300_NAT_PBIO",NA,"Percent of biomass represented in native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined)"
"zoopmets","FINE300_PBIO",NA,"Percent of biomass represented in individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined)"
"zoopmets","FLOS_DEN",NA,"Density of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"
"zoopmets","GEN_NAT_NTAX",NA,"Number of genera represented by distinct native taxa (coarse and fine net samples combined)"
"zoopmets","GEN_NTAX",NA,"Number of genera represented by distinct taxa (coarse and fine net samples combined)"
"zoopmets","GEN300_NAT_NTAX",NA,"Number of native genera represented in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","GEN300_NTAX",NA,"Number of genera represented in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","HERB_NTAX",NA,"Number of distinct herbivore taxa (coarse and fine net samples combined)"
"zoopmets","HERB300_BIO",NA,"Biomass of herbivorous individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","HERB300_NTAX",NA,"Number of distinct taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","HERB300_PBIO",NA,"Percent biomass represented by herbivorous individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","HPRIME_CLAD",NA,"Shannon Diversity based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."
"zoopmets","HPRIME_ROT",NA,"Shannon Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."
"zoopmets","HPRIME_ROT300",NA,"Shannon Diversity based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."
"zoopmets","LGCLAD_BIO",NA,"Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"
"zoopmets","LGCLAD_NAT_BIO",NA,"Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"
"zoopmets","LGCLAD300_BIO",NA,"Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","LGCLAD300_NAT_BIO",NA,"Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples ( coarse and fine net samples combined)"
"zoopmets","LGCLAD300_NAT_PIND",NA,"Percent of native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","LGCLAD300_NAT_PTAX",NA,"Percent of distinct native taxa that are large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","LGCLAD300_PIND",NA,"Percent of large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","LGCLAD300_PTAX",NA,"Percent of distinct taxa that are large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","OMNI_PDEN",NA,"Percent of total density represented by omnivorous individuals (coarse and fine net samples combined)"
"zoopmets","OMNI_PIND",NA,"Percent of omnivorous individuals (coarse and fine net samples combined)"
"zoopmets","OMNI_PTAX",NA,"Percent of distinct taxa that are omnivorous (coarse and fine net samples combined)"
"zoopmets","OMNI300_NTAX",NA,"Number of distinct taxa that are omnivorous in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","OMNI300_PIND",NA,"Percent of omnivorous individuals in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","OMNI300_PTAX",NA,"Percent of distinct taxa that are omnivores in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","PIE_ROT",NA,"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."
"zoopmets","PIE_ROT300",NA,"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."
"zoopmets","PLOIMA_DEN",NA,"Density of individuals of the rotifer order Ploima (coarse and fine net samples combined)"
"zoopmets","PLOIMA_NTAX",NA,"Number of distinct taxa that are within the rotifer order Ploima (coarse and fine net samples combined)"
"zoopmets","PLOIMA_PTAX",NA,"Percent distinct taxa that are within the rotifer order Ploima (coarse and fine net samples combined)"
"zoopmets","PLOIMA300_PTAX",NA,"Percent of distinct taxa represented by the rotifer order Ploima in 300-count sumples (coarse and fine net samples combined)"
"zoopmets","PRED_NTAX",NA,"Number of distinct predator taxa (coarse and fine net samples combined)"
"zoopmets","PRED_PTAX",NA,"Percent of distinct taxa that are predators (coarse and fine net samples combined)"
"zoopmets","PRED300_BIO",NA,"Biomass of predator individuals in 300 count subsamples (coarse and fine net samples combined)"
