"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","BENT_COND","MMI_BENT_NLA12","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","TOTLNIND","PUBLICATION_DATE"
2008425,"NLA06608-1748",2007,1,"7/31/2007","WMTNS","WMTNS","WMT","Good",58.4,8.09,6.8,8,4.29,4.29,3.59,300,"8/23/2016"
2008426,"NLA06608-1753",2007,1,"8/22/2007","WMTNS","WMTNS","WMT","Poor",39.9,10,1.91,8,1.43,0,2.59,300,"8/23/2016"
2008427,"NLA06608-1755",2007,1,"8/20/2007","UMW","PLNLOW","UMW","Poor",38,6.1,3.65,2.36,3.64,6.67,0.36,300,"8/23/2016"
2008433,"NLA06608-1775",2007,1,"8/24/2007","EHIGH","EHIGH","SAP","Fair",38.6,5.9,4.28,1.58,5.56,3.33,2.5,300,"8/23/2016"
2008435,"NLA06608-1781",2007,1,"10/2/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,79,"8/23/2016"
2008436,"NLA06608-1782",2007,1,"9/13/2007","UMW","PLNLOW","UMW","Poor",33.5,3.07,3.89,0,2.73,6.67,3.78,300,"8/23/2016"
2008438,"NLA06608-1789",2007,1,"9/19/2007","EHIGH","EHIGH","SAP","Poor",19,5.14,3.43,1.58,0,0,1.25,299,"8/23/2016"
2008439,"NLA06608-1791",2007,1,"8/8/2007","EHIGH","EHIGH","SAP","Fair",44.6,6.41,4.73,4.21,5.56,3.33,2.5,300,"8/23/2016"
2008440,"NLA06608-1793",2007,1,"7/23/2007","WMTNS","WMTNS","WMT","Good",71.1,5.36,10,6,10,5.71,5.6,300,"8/23/2016"
2008443,"NLA06608-1804",2007,1,"6/27/2007","PLAINS","PLNLOW","SPL","Poor",19.3,4.08,1.13,3.53,0.66,2,0.17,300,"8/23/2016"
2008445,"NLA06608-1808",2007,1,"9/13/2007","CPL","PLNLOW","CPL","Fair",47,4.89,3.23,6.47,8,1.43,4.2,300,"8/23/2016"
2008446,"NLA06608-1810",2007,1,"7/16/2007","WMTNS","WMTNS","XER","Poor",31.2,7.32,0.56,8,1.43,1.43,0,300,"8/23/2016"
2008447,"NLA06608-1811",2007,1,"6/25/2007","PLAINS","PLNLOW","NPL","Poor",27,2.31,2.19,2.35,4.29,3,2.03,300,"8/23/2016"
2008449,"NLA06608-1818",2007,1,"7/10/2007","WMTNS","WMTNS","WMT","Good",84.1,8.38,7.81,10,7.14,7.14,10,300,"8/23/2016"
2008450,"NLA06608-1821",2007,1,"8/9/2007","EHIGH","EHIGH","SAP","Poor",14.7,3.09,2.37,0,0,3.33,0,300,"8/23/2016"
2008451,"NLA06608-1824",2007,1,"7/25/2007","PLAINS","PLNLOW","SPL","Fair",35.2,7.83,0,4.12,3.17,6,0,300,"8/23/2016"
2008452,"NLA06608-1825",2007,1,"9/11/2007","CPL","PLNLOW","CPL","Poor",31.5,0,2.08,5.29,3,2.86,5.65,243,"8/23/2016"
2008453,"NLA06608-1835",2007,1,"7/24/2007","PLAINS","PLNLOW","TPL","Good",59.6,2.83,5.17,8.24,5.46,9,5.08,300,"8/23/2016"
2008454,"NLA06608-1836",2007,1,"8/13/2007","PLAINS","PLNLOW","SPL","Good",55,6.16,4.75,5.88,8.7,7,0.51,300,"8/23/2016"
2008455,"NLA06608-1839",2007,1,"9/20/2007","CPL","PLNLOW","CPL","Poor",25.6,5.31,0.92,1.76,6,0,1.38,300,"8/23/2016"
2008456,"NLA06608-1840",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL","Poor",18.3,2.31,0.98,4.12,1.07,2,0.47,215,"8/23/2016"
2008458,"NLA06608-1851",2007,1,"8/21/2007","PLAINS","PLNLOW","SPL","Fair",36.5,3.42,6.62,3.53,2.63,4,1.69,300,"8/23/2016"
2008459,"NLA06608-1856",2007,1,"7/24/2007","PLAINS","PLNLOW","NPL","Poor",28.8,1.91,2.92,5.29,1.62,5,0.51,300,"8/23/2016"
2008460,"NLA06608-1857",2007,1,"7/25/2007","WMTNS","WMTNS","WMT","Good",55.1,2.43,8.88,8,7.14,1.43,5.18,100,"8/23/2016"
2008462,"NLA06608-1862",2007,1,"7/12/2007","WMTNS","WMTNS","XER","Fair",48.7,7.87,4.16,6,4.29,2.86,4.06,300,"8/23/2016"
2008463,"NLA06608-1863",2007,1,"9/7/2007","CPL","PLNLOW","CPL","Fair",50.3,3.3,7.83,7.06,7,0,5,300,"8/23/2016"
2008464,"NLA06608-1866",2007,1,"7/23/2007","WMTNS","WMTNS","XER","Good",55.8,4.64,10,6,4.29,5.71,2.83,300,"8/23/2016"
2008465,"NLA06608-1867",2007,1,"7/18/2007","UMW","PLNLOW","UMW","Not Assessed",NA,NA,NA,NA,NA,NA,NA,48,"8/23/2016"
2008466,"NLA06608-1868",2007,1,"8/15/2007","PLAINS","PLNLOW","SPL","Good",45,3.96,4.92,7.65,4.29,6,0.17,300,"8/23/2016"
2008467,"NLA06608-1871",2007,1,"7/19/2007","EHIGH","EHIGH","SAP","Good",58.5,6.95,7.56,4.74,6.67,4.17,5,300,"8/23/2016"
2008468,"NLA06608-1873",2007,1,"9/11/2007","WMTNS","WMTNS","WMT","Good",72.7,8.26,9.27,4,10,4.29,7.78,300,"8/23/2016"
2008469,"NLA06608-1874",2007,1,"8/14/2007","WMTNS","WMTNS","WMT","Poor",32.9,7.11,7.19,4,0,1.43,0,235,"8/23/2016"
2008470,"NLA06608-1879",2007,1,"8/22/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,61,"8/23/2016"
2008472,"NLA06608-1884",2007,1,"7/18/2007","PLAINS","PLNLOW","TPL","Good",50.3,0.32,5.07,4.12,9.01,3,8.64,300,"8/23/2016"
2008474,"NLA06608-1893",2007,1,"7/12/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,73,"8/23/2016"
2008475,"NLA06608-1894",2007,1,"8/8/2007","WMTNS","WMTNS","WMT","Good",61.2,0.47,5.34,8,5.71,10,7.18,300,"8/23/2016"
2008477,"NLA06608-1906",2007,1,"7/20/2007","EHIGH","EHIGH","NAP","Good",63.2,1.29,10,7.89,10,5,3.75,300,"8/23/2016"
2008478,"NLA06608-1908",2007,1,"8/7/2007","EHIGH","EHIGH","SAP","Good",60,4.81,9.8,7.37,4.44,5.83,3.75,272,"8/23/2016"
2008479,"NLA06608-1910",2007,1,"7/11/2007","UMW","PLNLOW","UMW","Good",70.2,8.18,6.87,10,1.82,10,5.24,136,"8/23/2016"
2008481,"NLA06608-1930",2007,1,"7/24/2007","WMTNS","WMTNS","XER","Good",68,4.64,10,6,5.71,10,4.44,300,"8/23/2016"
2008482,"NLA06608-1936",2007,1,"9/13/2007","PLAINS","PLNLOW","TPL","Good",51.4,4.78,3.56,4.71,3.37,6,8.42,163,"8/23/2016"
2008483,"NLA06608-1948",2007,1,"8/21/2007","PLAINS","PLNLOW","SPL","Good",43.3,7.12,0,4.12,8.22,6,0.51,300,"8/23/2016"
2008484,"NLA06608-1953",2007,1,"8/25/2007","WMTNS","WMTNS","WMT","Fair",47.9,0.77,5.62,4,2.86,10,5.49,300,"8/23/2016"
2008485,"NLA06608-1958",2007,1,"8/27/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,5,"8/23/2016"
2008486,"NLA06608-1959",2007,1,"6/11/2007","PLAINS","PLNLOW","TPL","Poor",7.8,0,1.44,2.94,0,0,0.31,163,"8/23/2016"
2008487,"NLA06608-1960",2007,1,"8/23/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,40,"8/23/2016"
2008488,"NLA06608-1968",2007,1,"8/23/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,74,"8/23/2016"
2008489,"NLA06608-1975",2007,1,"8/8/2007","PLAINS","PLNLOW","TPL","Good",63.6,7.89,3.36,7.06,8.16,9,2.71,300,"8/23/2016"
2008492,"NLA06608-1989",2007,1,"8/2/2007","WMTNS","WMTNS","XER","Poor",27.7,1.58,1.52,6,0,2.86,4.67,300,"8/23/2016"
2008493,"NLA06608-1992",2007,1,"9/20/2007","CPL","PLNLOW","CPL","Fair",45.1,4.12,4.17,7.65,4,4.29,2.87,300,"8/23/2016"
2008494,"NLA06608-1998",2007,1,"8/6/2007","UMW","PLNLOW","UMW","Good",68.8,7.37,8.72,7.57,5.45,6.67,5.49,300,"8/23/2016"
2008495,"NLA06608-1998",2007,2,"9/11/2007","UMW","PLNLOW","UMW","Good",80,8.92,7.61,7.5,7.27,6.67,10,300,"8/23/2016"
2008496,"NLA06608-2005",2007,1,"7/12/2007","WMTNS","WMTNS","XER","Fair",44.2,6.87,6.18,8,1.43,1.43,2.59,117,"8/23/2016"
2008497,"NLA06608-2007",2007,1,"6/24/2007","PLAINS","PLNLOW","TPL","Fair",35.7,9.23,0,1.18,10,1,0,300,"8/23/2016"
2008498,"NLA06608-2010",2007,1,"7/19/2007","CPL","PLNLOW","CPL","Good",54,4.7,6.75,7.65,7,2.86,3.45,300,"8/23/2016"
2008500,"NLA06608-2027",2007,1,"6/20/2007","WMTNS","WMTNS","WMT","Fair",47.3,9.32,0,10,0,2.86,6.22,300,"8/23/2016"
2008502,"NLA06608-2036",2007,1,"7/11/2007","PLAINS","PLNLOW","TPL","Good",45.4,2.99,5.66,3.53,4.54,9,1.53,300,"8/23/2016"
2008503,"NLA06608-2037",2007,1,"6/14/2007","WMTNS","WMTNS","XER","Fair",51.9,6.7,8.88,8,2.86,2.86,1.87,294,"8/23/2016"
2008504,"NLA06608-2039",2007,1,"8/9/2007","PLAINS","PLNLOW","TPL","Fair",30.7,4.41,0.88,6.47,3.51,3,0.17,295,"8/23/2016"
2008505,"NLA06608-2049",2007,1,"9/17/2007","WMTNS","WMTNS","WMT","Good",68.2,3.45,7.3,8,8.57,7.14,6.43,300,"8/23/2016"
2008506,"NLA06608-2056",2007,1,"8/22/2007","PLAINS","PLNLOW","TPL","Fair",39.4,3.75,1.87,7.06,6.43,4,0.51,300,"8/23/2016"
2008508,"NLA06608-2072",2007,1,"8/30/2007","CPL","PLNLOW","CPL","Fair",47,3.22,3.04,7.06,9,4.29,1.61,300,"8/23/2016"
2008509,"NLA06608-2074",2007,1,"6/13/2007","CPL","PLNLOW","CPL","Poor",32,0.34,3.12,2.94,8,4.29,0.52,300,"8/23/2016"
2008510,"NLA06608-2076",2007,1,"9/12/2007","EHIGH","EHIGH","SAP","Poor",31.1,5.14,1.99,4.74,2.22,3.33,1.25,300,"8/23/2016"
2008512,"NLA06608-2082",2007,1,"9/4/2007","WMTNS","WMTNS","WMT","Fair",45.7,4.68,4.44,10,4.29,1.43,2.59,300,"8/23/2016"
2008514,"NLA06608-2086",2007,1,"8/29/2007","EHIGH","EHIGH","NAP","Good",56.3,7.04,4.31,3.68,6.67,3.33,8.75,116,"8/23/2016"
2008515,"NLA06608-2087",2007,1,"7/25/2007","PLAINS","PLNLOW","TPL","Fair",40.3,6.92,0,2.94,6.43,5,2.88,300,"8/23/2016"
2008517,"NLA06608-2092",2007,1,"9/15/2007","CPL","PLNLOW","CPL","Poor",35.7,1.12,3.76,5.88,5,2.86,2.82,300,"8/23/2016"
2008518,"NLA06608-2094",2007,1,"7/11/2007","CPL","PLNLOW","CPL","Fair",44.5,3.7,2.91,7.65,7,2.86,2.59,300,"8/23/2016"
2008519,"NLA06608-2095",2007,1,"7/8/2007","WMTNS","WMTNS","XER","Poor",36,2,4.1,6,2.86,4.29,2.33,300,"8/23/2016"
2008521,"NLA06608-2103",2007,1,"6/13/2007","PLAINS","PLNLOW","NPL","Poor",9.7,0.27,0.84,2.94,0.75,1,0,300,"8/23/2016"
2008525,"NLA06608-2114",2007,1,"7/25/2007","EHIGH","EHIGH","SAP","Fair",43.6,5.77,4.64,6.32,4.44,2.5,2.5,300,"8/23/2016"
2008527,"NLA06608-2120",2007,1,"7/25/2007","PLAINS","PLNLOW","SPL","Good",55.2,3.65,6.92,8.82,3.69,7,3.05,300,"8/23/2016"
2008528,"NLA06608-2123",2007,1,"8/13/2007","PLAINS","PLNLOW","TPL","Good",55.4,10,0,2.35,10,6,4.87,230,"8/23/2016"
2008529,"NLA06608-2131",2007,1,"6/26/2007","PLAINS","PLNLOW","NPL","Fair",35.3,6.56,0.58,2.35,7,3,1.69,300,"8/23/2016"
2008530,"NLA06608-2134",2007,1,"8/1/2007","WMTNS","WMTNS","WMT","Good",59.3,5.7,10,0,10,5.71,4.15,300,"8/23/2016"
2008531,"NLA06608-2135",2007,1,"8/20/2007","PLAINS","PLNLOW","TPL","Fair",35.9,2.31,5.59,7.06,1.07,4,1.53,300,"8/23/2016"
2008532,"NLA06608-2152",2007,1,"10/2/2007","EHIGH","EHIGH","SAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,83,"8/23/2016"
2008533,"NLA06608-2154",2007,1,"7/23/2007","CPL","PLNLOW","CPL","Poor",27.7,7.99,1.85,2.94,1,2.86,0,300,"8/23/2016"
2008534,"NLA06608-2155",2007,1,"7/25/2007","UMW","PLNLOW","UMW","Fair",47.9,2.91,7.81,6.95,3.64,3.33,4.13,300,"8/23/2016"
2008535,"NLA06608-2162",2007,1,"7/9/2007","EHIGH","EHIGH","NAP","Good",62.5,1.92,8.57,8.42,7.78,3.33,7.5,300,"8/23/2016"
2008536,"NLA06608-2170",2007,1,"8/24/2007","PLAINS","PLNLOW","NPL","Fair",29.9,4.62,0,3.53,4.29,5,0.51,300,"8/23/2016"
2008537,"NLA06608-2177",2007,1,"9/14/2007","WMTNS","WMTNS","WMT","Good",59.9,4.6,6.69,10,4.29,4.29,6.08,300,"8/23/2016"
2008538,"NLA06608-2185",2007,1,"7/19/2007","WMTNS","WMTNS","XER","Poor",42.5,1.17,6.4,6,4.29,4.29,3.33,284,"8/23/2016"
2008539,"NLA06608-2187",2007,1,"7/10/2007","EHIGH","EHIGH","SAP","Good",54.4,3.72,5.52,6.32,6.67,6.67,3.75,300,"8/23/2016"
2008540,"NLA06608-2193",2007,1,"8/22/2007","WMTNS","WMTNS","WMT","Good",64.5,10,3.76,10,5.71,4.29,4.91,300,"8/23/2016"
2008541,"NLA06608-2196",2007,1,"8/9/2007","EHIGH","EHIGH","SAP","Good",67.4,5.69,9.47,10,7.78,5,2.5,300,"8/23/2016"
2008542,"NLA06608-2217",2007,1,"6/5/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,34,"8/23/2016"
2008543,"NLA06608-2219",2007,1,"7/10/2007","UMW","PLNLOW","UMW","Poor",27.9,0.44,7.44,3.33,3.64,0,1.89,300,"8/23/2016"
2008545,"NLA06608-2241",2007,1,"9/6/2007","WMTNS","WMTNS","WMT","Fair",52.2,2.9,7.87,2,10,5.71,2.83,300,"8/23/2016"
2008546,"NLA06608-2250",2007,1,"7/29/2007","WMTNS","WMTNS","WMT","Fair",49.3,0.09,0,6,5.71,10,7.78,300,"8/23/2016"
2008547,"NLA06608-2253",2007,1,"7/12/2007","CPL","PLNLOW","CPL","Poor",35.4,0.34,3.18,4.71,5,2.86,5.17,300,"8/23/2016"
2008548,"NLA06608-2257",2007,1,"8/24/2007","WMTNS","WMTNS","WMT","Good",73.5,7.62,10,4,10,7.14,5.33,300,"8/23/2016"
2008549,"NLA06608-2266",2007,1,"6/23/2007","PLAINS","PLNLOW","NPL","Good",43.8,10,10,0,4.29,2,0,300,"8/23/2016"
2008550,"NLA06608-2267",2007,1,"8/6/2007","UMW","PLNLOW","UMW","Fair",46.4,4.42,7.35,4.38,5.45,3.33,2.93,300,"8/23/2016"
2008553,"NLA06608-2283",2007,1,"7/17/2007","UMW","PLNLOW","UMW","Poor",31.9,4.34,0,7.43,1.82,3.33,2.19,300,"8/23/2016"
2008555,"NLA06608-2305",2007,1,"7/16/2007","WMTNS","WMTNS","WMT","Good",61.6,6.04,10,4,7.14,4.29,5.49,300,"8/23/2016"
2008556,"NLA06608-2322",2007,1,"8/23/2007","WMTNS","WMTNS","WMT","Poor",29.3,0.9,5.17,4,2.86,2.86,1.8,300,"8/23/2016"
2008558,"NLA06608-2333",2007,1,"7/31/2007","CPL","PLNLOW","CPL","Fair",47.5,4.06,4.1,2.35,6,5.71,6.27,300,"8/23/2016"
2008559,"NLA06608-2345",2007,1,"8/16/2007","WMTNS","WMTNS","XER","Poor",41.1,5.07,6.4,4,2.86,4.29,2.03,300,"8/23/2016"
2008560,"NLA06608-2354",2007,1,"7/13/2007","EHIGH","EHIGH","NAP","Good",51.7,0.88,4.41,6.84,8.89,5,5,300,"8/23/2016"
2008563,"NLA06608-2372",2007,1,"8/28/2007","WMTNS","WMTNS","WMT","Poor",41.9,6.13,7.58,4,2.86,2.86,1.73,300,"8/23/2016"
2008564,"NLA06608-2379",2007,1,"7/31/2007","WMTNS","WMTNS","XER","Poor",25.9,0.56,0.84,10,0,1.43,2.74,300,"8/23/2016"
2008566,"NLA06608-2418",2007,1,"7/11/2007","EHIGH","EHIGH","NAP","Poor",35.2,3.04,6.16,5.79,4.44,1.67,0,300,"8/23/2016"
2008568,"NLA06608-2426",2007,1,"9/27/2007","PLAINS","PLNLOW","NPL","Poor",16.7,0,10,0,0,0,0,300,"8/23/2016"
2008569,"NLA06608-2429",2007,1,"8/14/2007","WMTNS","WMTNS","XER","Poor",32.2,0.3,7.7,4,1.43,4.29,1.61,300,"8/23/2016"
2008570,"NLA06608-2438",2007,1,"9/11/2007","WMTNS","WMTNS","XER","Poor",39.4,2.13,6.29,10,1.43,1.43,2.33,300,"8/23/2016"
2008571,"NLA06608-2450",2007,1,"7/24/2007","WMTNS","WMTNS","WMT","Good",72,3.02,10,4,10,8.57,7.6,300,"8/23/2016"
2008572,"NLA06608-2453",2007,1,"7/10/2007","WMTNS","WMTNS","XER","Fair",46.7,3.24,5.62,10,2.86,2.86,3.46,300,"8/23/2016"
2008573,"NLA06608-2457",2007,1,"8/23/2007","WMTNS","WMTNS","WMT","Fair",50.7,10,3.65,10,2.86,0,3.89,300,"8/23/2016"
2008574,"NLA06608-2463",2007,1,"7/19/2007","WMTNS","WMTNS","XER","Fair",45.6,4.94,10,4,5.71,1.43,1.3,300,"8/23/2016"
2008575,"NLA06608-2477",2007,1,"6/26/2007","WMTNS","WMTNS","XER","Fair",45,8.81,4.72,4,2.86,1.43,5.18,300,"8/23/2016"
2008576,"NLA06608-2481",2007,1,"8/1/2007","WMTNS","WMTNS","WMT","Poor",41.3,2.3,7.87,4,4.29,2.86,3.46,300,"8/23/2016"
2008579,"NLA06608-2497",2007,1,"7/17/2007","WMTNS","WMTNS","WMT","Good",55.2,1.58,10,4,5.71,7.14,4.67,300,"8/23/2016"
2008580,"NLA06608-2507",2007,1,"7/11/2007","PLAINS","PLNLOW","TPL","Poor",20.6,0,3.88,4.71,2.57,1,0.17,300,"8/23/2016"
2008581,"NLA06608-2513",2007,1,"8/21/2007","WMTNS","WMTNS","WMT","Poor",41,1.11,6.57,4,2.86,2.86,7.18,300,"8/23/2016"
2008582,"NLA06608-2523",2007,1,"7/31/2007","UMW","PLNLOW","UMW","Fair",50.2,5.62,3.93,8.54,3.64,6.67,1.71,300,"8/23/2016"
2008583,"NLA06608-2524",2007,1,"9/14/2007","CPL","PLNLOW","CPL","Poor",25.8,3.7,4.67,2.35,4,0,0.75,300,"8/23/2016"
2008588,"NLA06608-2565",2007,1,"8/22/2007","CPL","PLNLOW","CPL","Good",54.1,7.39,7.69,4.71,6,4.29,2.41,300,"8/23/2016"
2008589,"NLA06608-2566",2007,1,"7/12/2007","EHIGH","EHIGH","NAP","Good",51.7,6.08,9.09,6.84,4.44,3.33,1.25,300,"8/23/2016"
2008591,"NLA06608-2593",2007,1,"7/26/2007","CPL","PLNLOW","CPL","Poor",25.4,0,0.16,1.76,6,4.29,3.05,300,"8/23/2016"
2008596,"NLA06608-2629",2007,1,"7/10/2007","CPL","PLNLOW","CPL","Poor",30.6,0.67,3.39,0.59,5,2.86,5.86,300,"8/23/2016"
2008597,"NLA06608-2634",2007,1,"7/30/2007","WMTNS","WMTNS","WMT","Good",79.8,9.92,8.99,8,10,4.29,6.67,300,"8/23/2016"
2008598,"NLA06608-2640",2007,1,"8/9/2007","PLAINS","PLNLOW","SPL","Poor",21.9,1.63,1.44,2.35,3.28,3,1.43,177,"8/23/2016"
2008599,"NLA06608-2644",2007,1,"8/20/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,52,"8/23/2016"
2008600,"NLA06608-2655",2007,1,"8/29/2007","WMTNS","WMTNS","XER","Poor",20.9,0.43,5.22,4,0,2.86,0,300,"8/23/2016"
2008601,"NLA06608-2657",2007,1,"9/13/2007","CPL","PLNLOW","CPL","Poor",10.9,0,0.28,0,0,0,6.27,300,"8/23/2016"
2008602,"NLA06608-2663",2007,1,"7/10/2007","CPL","PLNLOW","CPL","Good",65.4,3.6,7.21,8.82,9,7.14,3.45,300,"8/23/2016"
2008603,"NLA06608-2673",2007,1,"9/18/2007","WMTNS","WMTNS","WMT","Good",62.5,9.74,2.87,10,2.86,4.29,7.78,300,"8/23/2016"
2008604,"NLA06608-2685",2007,1,"9/14/2007","WMTNS","WMTNS","WMT","Poor",28.3,0.68,0,8,5.71,0,2.59,300,"8/23/2016"
2008605,"NLA06608-2696",2007,1,"7/26/2007","PLAINS","PLNLOW","SPL","Fair",34.3,4.34,2.08,6.47,2.02,4,1.69,300,"8/23/2016"
2008606,"NLA06608-2704",2007,1,"9/11/2007","PLAINS","PLNLOW","SPL","Good",41.6,3.08,3.31,5.29,5.71,5,2.54,300,"8/23/2016"
2008607,"NLA06608-2708",2007,1,"8/8/2007","EHIGH","EHIGH","SAP","Fair",49.6,6.61,2.38,6.32,4.44,5,5,300,"8/23/2016"
2008608,"NLA06608-2714",2007,1,"8/11/2007","WMTNS","WMTNS","WMT","Poor",20.4,0,1.4,8,0,2.86,0,300,"8/23/2016"
2008609,"NLA06608-2715",2007,1,"8/17/2007","PLAINS","PLNLOW","SPL","Fair",39.7,2.86,2.88,4.12,5.92,6,2.03,300,"8/23/2016"
2008610,"NLA06608-2726",2007,1,"9/12/2007","WMTNS","WMTNS","WMT","Fair",53,2.94,8.6,4,5.71,5.71,4.83,300,"8/23/2016"
2008611,"NLA06608-2740",2007,1,"8/14/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,84,"8/23/2016"
2008613,"NLA06608-2753",2007,1,"8/30/2007","WMTNS","WMTNS","XER","Good",62.9,4.13,8.54,8,4.29,5.71,7.07,300,"8/23/2016"
2008614,"NLA06608-2759",2007,1,"8/30/2007","PLAINS","PLNLOW","SPL","Good",63.7,4.94,6.95,8.24,2.48,10,5.59,300,"8/23/2016"
2008615,"NLA06608-2776",2007,1,"10/16/2007","PLAINS","PLNLOW","SPL","Good",62.2,3.65,7.23,10,3.69,7,5.76,300,"8/23/2016"
2008616,"NLA06608-2779",2007,1,"7/18/2007","UMW","PLNLOW","UMW","Poor",11.8,0.64,0,2.08,0.91,0,3.47,300,"8/23/2016"
2008619,"NLA06608-2797",2007,1,"6/28/2007","WMTNS","WMTNS","XER","Poor",24.3,0.6,1.91,4,2.86,2.86,2.33,300,"8/23/2016"
2008620,"NLA06608-2800",2007,1,"9/25/2007","PLAINS","PLNLOW","NPL","Poor",13,3.96,0,0,1.84,2,0,300,"8/23/2016"
2008621,"NLA06608-2801",2007,1,"8/1/2007","WMTNS","WMTNS","XER","Fair",52.1,1.25,9.49,2,7.14,5.71,5.66,197,"8/23/2016"
2008623,"NLA06608-2823",2007,1,"9/5/2007","CPL","PLNLOW","CPL","Poor",40.3,4.94,4.52,2.94,7,4.29,0.52,300,"8/23/2016"
2008624,"NLA06608-2824",2007,1,"8/13/2007","PLAINS","PLNLOW","SPL","Poor",29.2,0,4.44,3.53,3.37,4,2.2,300,"8/23/2016"
2008626,"NLA06608-2833",2007,1,"8/15/2007","WMTNS","WMTNS","XER","Poor",37.1,0.73,4.89,2,4.29,7.14,3.22,300,"8/23/2016"
2008628,"NLA06608-2874",2007,1,"9/26/2007","PLAINS","PLNLOW","NPL","Poor",18,2.31,1.65,1.18,2.31,3,0.34,300,"8/23/2016"
2008630,"NLA06608-2881",2007,1,"9/21/2007","WMTNS","WMTNS","WMT","Good",63.8,2.51,7.36,0,10,8.57,9.82,300,"8/23/2016"
2008632,"NLA06608-2891",2007,1,"7/16/2007","UMW","PLNLOW","UMW","Poor",44,4.54,5.85,6.81,3.64,3.33,2.22,300,"8/23/2016"
2008633,"NLA06608-2916",2007,1,"8/6/2007","PLAINS","PLNLOW","TPL","Good",68.4,5.11,2.95,10,4.98,8,10,300,"8/23/2016"
2008634,"NLA06608-2924",2007,1,"8/1/2007","PLAINS","PLNLOW","SPL","Poor",19.7,0,0.89,2.35,5.24,3,0.34,300,"8/23/2016"
2008635,"NLA06608-2954",2007,1,"7/26/2007","WMTNS","WMTNS","XER","Fair",49.5,0.73,6.63,4,5.71,5.71,6.91,300,"8/23/2016"
2008637,"NLA06608-2972",2007,1,"8/19/2007","PLAINS","PLNLOW","SPL","Fair",35.1,5.19,0.58,4.12,6.43,4,0.77,199,"8/23/2016"
2008638,"NLA06608-2987",2007,1,"8/1/2007","UMW","PLNLOW","UMW","Fair",57.2,9.4,7.44,7.85,2.73,6.67,0.24,300,"8/23/2016"
2008639,"NLA06608-2996",2007,1,"10/18/2007","PLAINS","PLNLOW","SPL","Poor",20.9,3.96,1.51,2.94,0,4,0.17,300,"8/23/2016"
2008640,"NLA06608-3032",2007,1,"10/17/2007","PLAINS","PLNLOW","SPL","Good",48.2,4.23,4.32,8.24,7.62,4,0.51,300,"8/23/2016"
2008641,"NLA06608-3035",2007,1,"7/25/2007","UMW","PLNLOW","UMW","Poor",38.9,3.62,4.36,4.86,2.73,3.33,4.43,300,"8/23/2016"
2008643,"NLA06608-3096",2007,1,"9/25/2007","CPL","PLNLOW","CPL","Fair",51.4,5.51,6.98,5.88,7,0,5.46,300,"8/23/2016"
2008644,"NLA06608-3121",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Fair",48.9,2.85,7.53,6,2.86,5.71,4.38,300,"8/23/2016"
2008645,"NLA06608-3147",2007,1,"8/21/2007","UMW","PLNLOW","UMW","Poor",18.2,1.08,7.2,0,0.91,0,1.71,300,"8/23/2016"
2008646,"NLA06608-3153",2007,1,"9/25/2007","WMTNS","WMTNS","WMT","Good",82.2,7.45,9.89,8,7.14,10,6.86,300,"8/23/2016"
2008647,"NLA06608-3157",2007,1,"7/11/2007","WMTNS","WMTNS","WMT","Poor",40.2,2.91,2.25,8,4.29,0,6.67,250,"8/23/2016"
2008648,"NLA06608-3160",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL","Good",50.6,3.75,6,8.82,6.43,5,0.34,300,"8/23/2016"
2008650,"NLA06608-3228",2007,1,"10/9/2007","PLAINS","PLNLOW","SPL","Good",42.6,3.11,4.55,8.82,2.69,5,1.36,300,"8/23/2016"
2008651,"NLA06608-3265",2007,1,"9/5/2007","WMTNS","WMTNS","WMT","Good",59.2,5.96,9.21,4,7.14,5.71,3.5,300,"8/23/2016"
2008652,"NLA06608-3303",2007,1,"10/17/2007","PLAINS","PLNLOW","SPL","Poor",23.2,1.7,1.44,2.35,4.74,3,0.68,300,"8/23/2016"
2008653,"NLA06608-3313",2007,1,"8/16/2007","WMTNS","WMTNS","XER","Poor",33.7,3.15,8.37,0,2.86,4.29,1.55,300,"8/23/2016"
