"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","AMPHNIND","AMPHNTAX","AMPHPIND","AMPHPTAX","BURRNIND","BURRNTAX","BURRPIND","BURRPTAX","CHIRDOM1PIND","CHIRDOM3PIND","CHIRDOM5PIND","CHIRNIND","CHIRNTAX","CHIRPIND","CHIRPTAX","CLMBNIND","CLMBNTAX","CLMBPIND","CLMBPTAX","CLNGNIND","CLNGNTAX","CLNGPIND","CLNGPTAX","COFININD","COFINTAX","COFIPIND","COFIPTAX","COFITRICNIND","COFITRICNTAX","COFITRICPIND","COFITRICPTAX","COGANIND","COGANTAX","COGAPIND","COGAPTAX","CRUSNIND","CRUSNTAX","CRUSPIND","CRUSPTAX","DIPTNIND","DIPTNTAX","DIPTPIND","DIPTPTAX","DOM1PIND","DOM3PIND","DOM5PIND","EPHENIND","EPHENTAX","EPHEPIND","EPHEPTAX","EPOTNIND","EPOTNTAX","EPOTPIND","EPOTPTAX","EPT_NIND","EPT_NTAX","EPT_PIND","EPT_PTAX","FACLNIND","FACLNTAX","FACLPIND","FACLPTAX","HEMININD","HEMINTAX","HEMIPIND","HEMIPTAX","HPRIME","INTLNIND","INTLNTAX","INTLPIND","INTLPTAX","MITENIND","MITENTAX","MITEPIND","MITEPTAX","MOLLNIND","MOLLNTAX","MOLLPIND","MOLLPTAX","NOINNIND","NOINNTAX","NOINPIND","NOINPTAX","NTOLNIND","NTOLNTAX","NTOLPIND","NTOLPTAX","ODONNIND","ODONNTAX","ODONPIND","ODONPTAX","OLLENIND","OLLENTAX","OLLEPIND","OLLEPTAX","ORTHCHIRPIND","ORTHNIND","ORTHNTAX","ORTHPIND","ORTHPTAX","PLECNIND","PLECNTAX","PLECPIND","PLECPTAX","PREDNIND","PREDNTAX","PREDPIND","PREDPTAX","SCRPNIND","SCRPNTAX","SCRPPIND","SCRPPTAX","SHRDNIND","SHRDNTAX","SHRDPIND","SHRDPTAX","SPWLNIND","SPWLNTAX","SPWLPIND","SPWLPTAX","STOLNIND","STOLNTAX","STOLPIND","STOLPTAX","SWIMNIND","SWIMNTAX","SWIMPIND","SWIMPTAX","TANYNIND","TANYNTAX","TANYPIND","TANYPTAX","TL01NIND","TL01NTAX","TL01PIND","TL01PTAX","TL23NIND","TL23NTAX","TL23PIND","TL23PTAX","TL45NIND","TL45NTAX","TL45PIND","TL45PTAX","TL67NIND","TL67NTAX","TL67PIND","TL67PTAX","TL89NIND","TL89NTAX","TL89PIND","TL89PTAX","TOLRNIND","TOLRNTAX","TOLRPIND","TOLRPTAX","TOTLNIND","TOTLNTAX","TRICNIND","TRICNTAX","TRICPIND","TRICPTAX","TUBINAIDNIND","TUBINAIDNTAX","TUBINAIDPIND","TUBINAIDPTAX","WTD_TV"
2007636,"NLA06608-0170",2007,1,"9/21/2007","UMW","PLNLOW","UMW",67,1,22.33,2.7,29,10,9.67,27.03,27.45,54.9,74.51,53,12,17.67,32.43,47,10,15.67,27.03,30,7,10,18.92,37,7,12.33,18.92,4,1,1.33,2.7,226,16,75.33,43.24,67,1,22.33,2.7,87,14,29,37.84,24.91,58.36,69.28,89,3,29.67,8.11,98,9,32.67,24.32,97,8,32.33,21.62,169,19,56.33,51.35,0,0,0,0,2.55,27,4,9,10.81,4,3,1.33,8.11,38,6,12.67,16.22,114,13,38,35.14,91,14,30.33,37.84,1,1,0.33,2.7,5,3,1.67,8.11,0,0,0,0,0,0,0,0,0,39,11,13,29.73,41,5,13.67,13.51,72,6,24,16.22,195,11,65,29.73,22,8,7.33,21.62,1,1,0.33,2.7,20,2,6.67,5.41,0,0,0,0,28,5,9.33,13.51,63,9,21,24.32,175,11,58.33,29.73,22,8,7.33,21.62,92,10,30.67,27.03,300,37,8,5,2.67,13.51,4,2,1.33,5.41,5.83
2007637,"NLA06608-0173",2007,1,"7/11/2007","WMTNS","WMTNS","XER",0,0,0,0,186,7,62,31.82,88.32,95.62,99.27,138,6,46,27.27,31,5,10.33,22.73,25,5,8.33,22.73,3,1,1,4.55,0,0,0,0,257,14,85.67,63.64,16,2,5.33,9.09,140,8,46.67,36.36,46.72,74.52,84.17,33,2,11,9.09,58,3,19.33,13.64,33,2,11,9.09,70,13,23.33,59.09,0,0,0,0,1.89,124,2,41.33,9.09,0,0,0,0,3,3,1,13.64,99,10,33,45.45,156,9,52,40.91,25,1,8.33,4.55,80,5,26.67,22.73,0,0,0,0,0,0,0,0,0,36,5,12,22.73,3,3,1,13.64,3,1,1,4.55,58,6,19.33,27.27,71,5,23.67,22.73,3,1,1,4.55,3,1,1,4.55,121,1,40.33,4.55,3,1,1,4.55,32,7,10.67,31.82,63,7,21,31.82,71,5,23.67,22.73,96,6,32,27.27,300,22,0,0,0,0,80,5,26.67,22.73,4.01
2007638,"NLA06608-0174",2007,1,"7/25/2007","UMW","PLNLOW","UMW",84,1,28,2.94,8,4,2.67,11.76,76,92,100,25,5,8.33,14.71,59,11,19.67,32.35,25,5,8.33,14.71,4,2,1.33,5.88,1,1,0.33,2.94,189,11,63,32.35,84,1,28,2.94,26,6,8.67,17.65,29.47,62.81,77.89,7,2,2.33,5.88,21,8,7,23.53,20,7,6.67,20.59,52,11,17.33,32.35,0,0,0,0,2.3,4,2,1.33,5.88,15,10,5,29.41,47,4,15.67,11.76,253,20,84.33,58.82,44,11,14.67,32.35,1,1,0.33,2.94,72,3,24,8.82,4,1,1,0.33,2.94,0,0,0,0,56,18,18.67,52.94,48,5,16,14.71,90,3,30,8.82,123,8,41,23.53,53,14,17.67,41.18,79,6,26.33,17.65,20,2,6.67,5.88,0,0,0,0,11,3,3.67,8.82,33,8,11,23.53,200,8,66.67,23.53,53,14,17.67,41.18,241,20,80.33,58.82,300,34,13,5,4.33,14.71,71,2,23.67,5.88,6.82
2007639,"NLA06608-0174",2007,2,"8/28/2007","UMW","PLNLOW","UMW",66,1,22,3.57,10,2,3.33,7.14,50,75.93,87.04,55,11,18.33,39.29,121,9,40.33,32.14,33,3,11,10.71,1,1,0.33,3.57,0,0,0,0,129,10,43,35.71,66,1,22,3.57,55,11,18.33,39.29,24.91,50.19,67.55,9,1,3,3.57,46,4,15.33,14.29,11,3,3.67,10.71,58,9,19.33,32.14,0,0,0,0,2.5,1,1,0.33,3.57,30,6,10,21.43,59,3,19.67,10.71,199,13,66.33,46.43,49,9,16.33,32.14,35,1,11.67,3.57,11,1,3.67,3.57,7.27,4,3,1.33,10.71,0,0,0,0,100,11,33.33,39.29,59,3,19.67,10.71,74,5,24.67,17.86,114,9,38,32.14,56,10,18.67,35.71,15,3,5,10.71,28,2,9.33,7.14,1,1,0.33,3.57,0,0,0,0,48,8,16,28.57,189,7,63,25,56,10,18.67,35.71,235,16,78.33,57.14,300,28,2,2,0.67,7.14,11,1,3.67,3.57,6.84
2007640,"NLA06608-0175",2007,1,"8/30/2007","PLAINS","PLNLOW","TPL",0,0,0,0,30,7,10,24.14,61.54,79.81,88.46,104,12,34.67,41.38,78,6,26,20.69,144,7,48,24.14,69,3,23,10.34,0,0,0,0,238,14,79.33,48.28,0,0,0,0,104,12,34.67,41.38,38.1,53.57,64.29,20,4,6.67,13.79,30,6,10,20.69,30,6,10,20.69,119,14,39.67,48.28,0,0,0,0,2.51,3,2,1,6.9,14,3,4.67,10.34,1,1,0.33,3.45,164,10,54.67,34.48,39,11,13,37.93,0,0,0,0,149,6,49.67,20.69,0.96,1,1,0.33,3.45,0,0,0,0,49,9,16.33,31.03,9,4,3,13.79,5,3,1.67,10.34,51,7,17,24.14,170,11,56.67,37.93,15,4,5,13.79,66,2,22,6.9,0,0,0,0,8,3,2.67,10.34,31,8,10.33,27.59,91,7,30.33,24.14,170,11,56.67,37.93,178,13,59.33,44.83,300,29,10,2,3.33,6.9,149,6,49.67,20.69,7.51
2007641,"NLA06608-0176",2007,1,"9/7/2007","CPL","PLNLOW","CPL",0,0,0,0,134,12,44.67,28.57,18.92,52.7,81.08,79,16,26.33,38.1,15,5,5,11.9,40,8,13.33,19.05,33,7,11,16.67,2,1,0.67,2.38,211,18,70.33,42.86,9,1,3,2.38,87,21,29,50,24.89,40.17,51.09,59,2,19.67,4.76,81,9,27,21.43,69,5,23,11.9,137,24,45.67,57.14,0,0,0,0,2.99,14,2,4.67,4.76,11,3,3.67,7.14,0,0,0,0,129,10,43,23.81,66,17,22,40.48,12,4,4,9.52,108,5,36,11.9,0,0,0,0,0,0,0,0,0,57,18,19,42.86,4,2,1.33,4.76,18,4,6,9.52,100,13,33.33,30.95,132,10,44,23.81,12,4,4,9.52,25,3,8.33,7.14,1,1,0.33,2.38,13,1,4.33,2.38,52,15,17.33,35.71,91,12,30.33,28.57,132,10,44,23.81,138,13,46,30.95,300,42,10,3,3.33,7.14,108,5,36,11.9,6.7
2007642,"NLA06608-0177",2007,1,"8/22/2007","EHIGH","EHIGH","NAP",2,1,0.67,2,27,9,9,18,13.77,36.96,51.45,142,25,47.33,50,64,12,21.33,24,109,12,36.33,24,28,2,9.33,4,0,0,0,0,171,27,57,54,2,1,0.67,2,143,26,47.67,52,15.3,28.83,38.08,72,5,24,10,92,9,30.67,18,85,7,28.33,14,169,22,56.33,44,0,0,0,0,3.42,58,8,19.33,16,13,7,4.33,14,13,2,4.33,4,54,14,18,28,158,25,52.67,50,7,2,2.33,4,16,3,5.33,6,7.75,11,5,3.67,10,0,0,0,0,73,18,24.33,36,57,6,19,12,12,5,4,10,108,14,36,28,25,10,8.33,20,9,3,3,6,55,6,18.33,12,8,2,2.67,4,70,9,23.33,18,80,14,26.67,28,110,13,36.67,26,25,10,8.33,20,66,18,22,36,300,50,13,2,4.33,4,14,2,4.67,4,5.05
2007643,"NLA06608-0179",2007,1,"6/4/2007","PLAINS","PLNLOW","NPL",0,0,0,0,29,4,67.44,50,51.22,90.24,95.12,42,7,97.67,87.5,1,1,2.33,12.5,0,0,0,0,1,1,2.33,12.5,0,0,0,0,42,7,97.67,87.5,0,0,0,0,43,8,100,100,50,88.1,92.86,0,0,0,0,0,0,0,0,0,0,0,0,26,5,60.47,62.5,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.65,25,0,0,0,0,0,0,0,0,26.19,11,2,25.58,25,0,0,0,0,1,1,2.33,12.5,0,0,0,0,11,2,25.58,25,1,1,2.33,12.5,6,1,13.95,12.5,0,0,0,0,1,1,2.33,12.5,0,0,0,0,0,0,0,0,2,2,4.65,25,35,5,81.4,62.5,6,1,13.95,12.5,17,3,39.53,37.5,43,8,0,0,0,0,0,0,0,0,7.06
2007644,"NLA06608-0179",2007,2,"8/29/2007","PLAINS","PLNLOW","NPL",0,0,0,0,60,4,38.46,50,64.29,96.43,98.57,140,7,89.74,87.5,1,1,0.64,12.5,0,0,0,0,1,1,0.64,12.5,0,0,0,0,66,7,42.31,87.5,0,0,0,0,156,8,100,100,57.69,94.87,98.08,0,0,0,0,0,0,0,0,0,0,0,0,150,5,96.15,62.5,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.64,12.5,0,0,0,0,0,0,0,0,3.57,5,2,3.21,25,0,0,0,0,106,2,67.95,25,0,0,0,0,5,2,3.21,25,106,2,67.95,25,1,1,0.64,12.5,0,0,0,0,1,1,0.64,12.5,0,0,0,0,0,0,0,0,1,1,0.64,12.5,154,6,98.72,75,1,1,0.64,12.5,6,3,3.85,37.5,156,8,0,0,0,0,0,0,0,0,6.23
2007645,"NLA06608-0180",2007,1,"8/29/2007","PLAINS","PLNLOW","SPL",0,0,0,0,185,6,61.67,18.75,45.38,83.19,90.76,121,11,40.33,34.38,30,8,10,25,29,7,9.67,21.88,72,5,24,15.62,2,1,0.67,3.12,181,11,60.33,34.38,0,0,0,0,127,12,42.33,37.5,22.59,52.72,70.29,39,2,13,6.25,53,7,17.67,21.88,49,6,16.33,18.75,112,14,37.33,43.75,0,0,0,0,2.6,15,2,5,6.25,9,4,3,12.5,13,4,4.33,12.5,120,13,40,40.62,41,11,13.67,34.38,4,1,1.33,3.12,95,4,31.67,12.5,1.65,2,2,0.67,6.25,0,0,0,0,37,13,12.33,40.62,17,5,5.67,15.62,61,4,20.33,12.5,57,9,19,28.12,158,9,52.67,28.12,4,2,1.33,6.25,14,2,4.67,6.25,0,0,0,0,15,2,5,6.25,26,9,8.67,28.12,96,9,32,28.12,158,9,52.67,28.12,168,13,56,40.62,300,32,10,4,3.33,12.5,95,4,31.67,12.5,7.31
2007646,"NLA06608-0181",2007,1,"9/20/2007","WMTNS","WMTNS","WMT",20,1,6.67,3.12,59,8,19.67,25,17.62,49.34,66.08,240,20,80,62.5,104,7,34.67,21.88,100,8,33.33,25,95,4,31.67,12.5,0,0,0,0,163,17,54.33,53.12,20,1,6.67,3.12,240,20,80,62.5,13.94,39.02,52.96,15,1,5,3.12,25,4,8.33,12.5,17,3,5.67,9.38,158,13,52.67,40.62,0,0,0,0,2.87,59,3,19.67,9.38,2,2,0.67,6.25,9,2,3,6.25,35,8,11.67,25,152,12,50.67,37.5,8,1,2.67,3.12,3,2,1,6.25,8.33,20,4,6.67,12.5,0,0,0,0,46,9,15.33,28.12,6,2,2,6.25,65,5,21.67,15.62,77,13,25.67,40.62,16,7,5.33,21.88,0,0,0,0,107,5,35.67,15.62,0,0,0,0,69,5,23,15.62,83,7,27.67,21.88,111,11,37,34.38,16,7,5.33,21.88,62,14,20.67,43.75,300,32,2,2,0.67,6.25,3,2,1,6.25,4.81
2007647,"NLA06608-0183",2007,1,"7/25/2007","UMW","PLNLOW","UMW",118,1,39.33,2.78,47,8,15.67,22.22,33.33,66.67,78.79,33,11,11,30.56,105,9,35,25,5,4,1.67,11.11,30,4,10,11.11,0,0,0,0,156,16,52,44.44,124,2,41.33,5.56,34,12,11.33,33.33,42.29,74.55,80.65,5,3,1.67,8.33,7,5,2.33,13.89,7,5,2.33,13.89,115,16,38.33,44.44,1,1,0.33,2.78,2,2,2,0.67,5.56,8,5,2.67,13.89,118,6,39.33,16.67,258,18,86,50,107,12,35.67,33.33,0,0,0,0,4,4,1.33,11.11,0,0,0,0,0,0,0,0,0,21,14,7,38.89,98,6,32.67,16.67,124,3,41.33,8.33,137,10,45.67,27.78,45,12,15,33.33,7,6,2.33,16.67,2,1,0.67,2.78,0,0,0,0,3,3,1,8.33,104,9,34.67,25,135,10,45,27.78,45,12,15,33.33,170,16,56.67,44.44,300,36,2,2,0.67,5.56,2,2,0.67,5.56,6.37
2007648,"NLA06608-0184",2007,1,"6/15/2007","PLAINS","PLNLOW","TPL",0,0,0,0,201,4,67,25,25.58,65.12,86.05,44,8,14.67,50,5,2,1.67,12.5,24,3,8,18.75,185,4,61.67,25,0,0,0,0,107,8,35.67,50,0,0,0,0,44,8,14.67,50,27.04,59.75,75.47,36,1,12,6.25,37,2,12.33,12.5,37,2,12.33,12.5,69,7,23,43.75,0,0,0,0,2.18,5,1,1.67,6.25,0,0,0,0,167,1,55.67,6.25,219,6,73,37.5,7,3,2.33,18.75,0,0,0,0,52,5,17.33,31.25,18.18,8,1,2.67,6.25,0,0,0,0,12,5,4,31.25,1,1,0.33,6.25,17,2,5.67,12.5,61,6,20.33,37.5,198,6,66,37.5,0,0,0,0,9,2,3,12.5,0,0,0,0,5,1,1.67,6.25,2,2,0.67,12.5,79,6,26.33,37.5,198,6,66,37.5,210,7,70,43.75,300,16,1,1,0.33,6.25,47,4,15.67,25,7.12
2007649,"NLA06608-0185",2007,1,"8/14/2007","EHIGH","EHIGH","NAP",15,1,5,2.17,54,8,18,17.39,27.75,53.76,68.79,177,22,59,47.83,67,13,22.33,28.26,100,11,33.33,23.91,64,3,21.33,6.52,0,0,0,0,171,24,57,52.17,18,2,6,4.35,182,23,60.67,50,16.44,38.7,49.66,39,2,13,4.35,51,8,17,17.39,49,6,16.33,13.04,145,23,48.33,50,0,0,0,0,3.12,80,8,26.67,17.39,2,1,0.67,2.17,30,5,10,10.87,55,11,18.33,23.91,165,24,55,52.17,2,2,0.67,4.35,4,2,1.33,4.35,9.6,17,5,5.67,10.87,0,0,0,0,31,12,10.33,26.09,29,7,9.67,15.22,44,7,14.67,15.22,102,18,34,39.13,32,8,10.67,17.39,2,1,0.67,2.17,110,6,36.67,13.04,13,1,4.33,2.17,71,9,23.67,19.57,81,14,27,30.43,98,13,32.67,28.26,32,8,10.67,17.39,70,14,23.33,30.43,300,46,10,4,3.33,8.7,3,1,1,2.17,4.89
2007650,"NLA06608-0189",2007,1,"6/11/2007","EHIGH","EHIGH","SAP",1,1,0.33,3.23,45,8,15,25.81,53.95,83.33,92.11,231,13,77,41.94,132,5,44,16.13,190,7,63.33,22.58,22,2,7.33,6.45,0,0,0,0,73,14,24.33,45.16,1,1,0.33,3.23,235,15,78.33,48.39,41.84,67.69,77.89,25,1,8.33,3.23,25,1,8.33,3.23,25,1,8.33,3.23,184,13,61.33,41.94,1,1,0.33,3.23,2.19,9,2,3,6.45,9,3,3,9.68,5,1,1.67,3.23,34,10,11.33,32.26,146,10,48.67,32.26,0,0,0,0,15,4,5,12.9,4.33,10,4,3.33,12.9,0,0,0,0,26,12,8.67,38.71,9,3,3,9.68,198,7,66,22.58,43,10,14.33,32.26,90,8,30,25.81,0,0,0,0,6,1,2,3.23,3,1,1,3.23,6,1,2,3.23,137,8,45.67,25.81,64,13,21.33,41.94,90,8,30,25.81,107,16,35.67,51.61,300,31,0,0,0,0,10,2,3.33,6.45,6.44
2007651,"NLA06608-0189",2007,2,"7/10/2007","EHIGH","EHIGH","SAP",1,1,0.33,2.7,98,11,32.67,29.73,39.39,78.03,85.61,187,14,62.33,37.84,13,4,4.33,10.81,71,8,23.67,21.62,46,2,15.33,5.41,0,0,0,0,145,19,48.33,51.35,1,1,0.33,2.7,188,15,62.67,40.54,23.32,51.57,65.47,17,2,5.67,5.41,23,5,7.67,13.51,22,4,7.33,10.81,123,14,41,37.84,0,0,0,0,2.72,7,2,2.33,5.41,8,4,2.67,10.81,7,2,2.33,5.41,86,16,28.67,43.24,43,11,14.33,29.73,1,1,0.33,2.7,47,7,15.67,18.92,1.6,3,1,1,2.7,0,0,0,0,48,13,16,35.14,16,5,5.33,13.51,95,3,31.67,8.11,58,10,19.33,27.03,153,14,51,37.84,2,2,0.67,5.41,4,1,1.33,2.7,0,0,0,0,8,2,2.67,5.41,35,9,11.67,24.32,102,11,34,29.73,153,14,51,37.84,168,20,56,54.05,300,37,5,2,1.67,5.41,46,6,15.33,16.22,7.17
2007652,"NLA06608-0190",2007,1,"8/14/2007","UMW","PLNLOW","UMW",17,1,5.67,2.38,27,9,9,21.43,24.36,57.69,74.36,81,16,27,38.1,159,13,53,30.95,43,6,14.33,14.29,15,3,5,7.14,0,0,0,0,60,18,20,42.86,17,1,5.67,2.38,82,17,27.33,40.48,32.16,46.64,59.01,2,1,0.67,2.38,46,8,15.33,19.05,38,5,12.67,11.9,184,18,61.33,42.86,0,0,0,0,2.78,2,1,0.67,2.38,14,4,4.67,9.52,128,6,42.67,14.29,172,17,57.33,40.48,173,13,57.67,30.95,8,3,2.67,7.14,10,4,3.33,9.52,22.22,18,4,6,9.52,0,0,0,0,83,14,27.67,33.33,114,4,38,9.52,58,7,19.33,16.67,98,12,32.67,28.57,49,12,16.33,28.57,13,4,4.33,9.52,3,2,1,4.76,0,0,0,0,16,3,5.33,7.14,157,10,52.33,23.81,72,13,24,30.95,49,12,16.33,28.57,108,19,36,45.24,300,42,36,4,12,9.52,9,3,3,7.14,6.02
2007653,"NLA06608-0191",2007,1,"7/21/2007","EHIGH","EHIGH","SAP",1,1,2.33,7.14,21,3,48.84,21.43,30,70,90,11,6,25.58,42.86,8,2,18.6,14.29,4,2,9.3,14.29,3,1,6.98,7.14,0,0,0,0,25,6,58.14,42.86,1,1,2.33,7.14,29,7,67.44,50,47.37,63.16,73.68,2,1,4.65,7.14,3,2,6.98,14.29,2,1,4.65,7.14,30,5,69.77,35.71,0,0,0,0,1.99,3,1,6.98,7.14,2,1,4.65,7.14,6,1,13.95,7.14,11,5,25.58,35.71,10,5,23.26,35.71,1,1,2.33,7.14,2,2,4.65,14.29,9.09,1,1,2.33,7.14,0,0,0,0,27,7,62.79,50,6,1,13.95,7.14,1,1,2.33,7.14,27,8,62.79,57.14,6,5,13.95,35.71,0,0,0,0,3,1,6.98,7.14,0,0,0,0,3,1,6.98,7.14,7,4,16.28,28.57,27,4,62.79,28.57,6,5,13.95,35.71,10,8,23.26,57.14,43,14,0,0,0,0,1,1,2.33,7.14,6.14
2007654,"NLA06608-0193",2007,1,"7/11/2007","WMTNS","WMTNS","WMT",4,2,5.13,7.14,25,3,32.05,10.71,22.86,65.71,80,36,12,46.15,42.86,12,3,15.38,10.71,24,9,30.77,32.14,0,0,0,0,0,0,0,0,44,15,56.41,53.57,4,2,5.13,7.14,37,13,47.44,46.43,21.05,42.11,56.58,8,5,10.26,17.86,18,9,23.08,32.14,18,9,23.08,32.14,23,12,29.49,42.86,0,0,0,0,2.85,24,8,30.77,28.57,0,0,0,0,0,0,0,0,21,4,26.92,14.29,42,17,53.85,60.71,0,0,0,0,16,1,20.51,3.57,38.89,14,7,17.95,25,9,3,11.54,10.71,17,5,21.79,17.86,6,4,7.69,14.29,20,10,25.64,35.71,26,12,33.33,42.86,16,1,20.51,3.57,2,2,2.56,7.14,11,2,14.1,7.14,13,5,16.67,17.86,12,4,15.38,14.29,17,8,21.79,28.57,8,6,10.26,21.43,16,1,20.51,3.57,19,4,24.36,14.29,78,28,1,1,1.28,3.57,0,0,0,0,4.1
2007655,"NLA06608-0195",2007,1,"6/12/2007","PLAINS","PLNLOW","NPL",108,2,37.37,10,126,5,43.6,25,63.7,96.3,98.52,136,7,47.06,35,6,4,2.08,20,21,1,7.27,5,92,3,31.83,15,0,0,0,0,146,7,50.52,35,109,3,37.72,15,147,8,50.87,40,31.23,69.47,83.51,1,1,0.35,5,3,3,1.04,15,1,1,0.35,5,39,7,13.49,35,0,0,0,0,1.97,0,0,0,0,12,2,4.15,10,5,1,1.73,5,133,7,46.02,35,21,2,7.27,10,2,2,0.69,10,7,1,2.42,5,0.74,1,1,0.35,5,0,0,0,0,38,9,13.15,45,0,0,0,0,219,6,75.78,30,130,7,44.98,35,156,9,53.98,45,12,2,4.15,10,0,0,0,0,0,0,0,0,0,0,0,0,21,2,7.27,10,109,8,37.72,40,156,9,53.98,45,247,12,85.47,60,289,20,0,0,0,0,0,0,0,0,8.06
2007656,"NLA06608-0196",2007,1,"6/21/2007","PLAINS","PLNLOW","TPL",18,1,6,2.78,88,12,29.33,33.33,31.45,61.29,76.61,124,16,41.33,44.44,80,8,26.67,22.22,81,5,27,13.89,40,5,13.33,13.89,0,0,0,0,118,15,39.33,41.67,18,1,6,2.78,146,17,48.67,47.22,15.23,33.59,46.88,10,1,3.33,2.78,26,2,8.67,5.56,26,2,8.67,5.56,131,15,43.67,41.67,0,0,0,0,3.09,12,1,4,2.78,25,6,8.33,16.67,25,3,8.33,8.33,125,16,41.67,44.44,79,8,26.33,22.22,0,0,0,0,44,6,14.67,16.67,0.81,1,1,0.33,2.78,0,0,0,0,127,16,42.33,44.44,28,3,9.33,8.33,58,3,19.33,8.33,95,11,31.67,30.56,119,15,39.67,41.67,5,2,1.67,5.56,28,3,9.33,8.33,0,0,0,0,12,1,4,2.78,67,7,22.33,19.44,102,13,34,36.11,119,15,39.67,41.67,157,20,52.33,55.56,300,36,16,1,5.33,2.78,39,4,13,11.11,6.78
2007657,"NLA06608-0198",2007,1,"7/24/2007","CPL","PLNLOW","CPL",18,1,6,2.94,53,7,17.67,20.59,40,86.67,96.67,30,6,10,17.65,180,10,60,29.41,24,8,8,23.53,56,6,18.67,17.65,0,0,0,0,66,14,22,41.18,20,2,6.67,5.88,31,7,10.33,20.59,46.84,62.08,69.52,8,1,2.67,2.94,29,6,9.67,17.65,29,6,9.67,17.65,178,16,59.33,47.06,0,0,0,0,2.31,8,2,2.67,5.88,13,4,4.33,11.76,192,7,64,20.59,233,17,77.67,50,155,11,51.67,32.35,0,0,0,0,7,3,2.33,8.82,3.33,1,1,0.33,2.94,0,0,0,0,34,11,11.33,32.35,173,8,57.67,23.53,26,3,8.67,8.82,40,8,13.33,23.53,60,10,20,29.41,11,4,3.67,11.76,13,2,4.33,5.88,0,0,0,0,13,4,4.33,11.76,142,7,47.33,20.59,78,11,26,32.35,60,10,20,29.41,107,14,35.67,41.18,300,34,21,5,7,14.71,6,2,2,5.88,6.02
2007658,"NLA06608-0201",2007,1,"9/18/2007","WMTNS","WMTNS","WMT",0,0,0,0,36,6,17.73,33.33,37.74,82.08,91.51,107,10,52.71,55.56,1,1,0.49,5.56,90,3,44.33,16.67,30,1,14.78,5.56,0,0,0,0,148,13,72.91,72.22,1,1,0.49,5.56,127,11,62.56,61.11,27.23,61.88,80.2,6,2,2.96,11.11,6,2,2.96,11.11,6,2,2.96,11.11,47,7,23.15,38.89,0,0,0,0,2.14,30,1,14.78,5.56,0,0,0,0,1,1,0.49,5.56,70,5,34.48,27.78,54,5,26.6,27.78,0,0,0,0,68,3,33.5,16.67,42.06,45,2,22.17,11.11,0,0,0,0,44,4,21.67,22.22,6,2,2.96,11.11,40,1,19.7,5.56,90,8,44.33,44.44,80,7,39.41,38.89,5,1,2.46,5.56,30,1,14.78,5.56,0,0,0,0,30,1,14.78,5.56,24,4,11.82,22.22,69,6,33.99,33.33,80,7,39.41,38.89,126,10,62.07,55.56,203,18,0,0,0,0,56,2,27.59,11.11,6.7
2007661,"NLA06608-0204",2007,1,"9/12/2007","PLAINS","PLNLOW","SPL",2,1,0.67,3.33,83,10,27.67,33.33,27.07,70.68,84.96,133,11,44.33,36.67,45,6,15,20,80,6,26.67,20,58,2,19.33,6.67,0,0,0,0,157,17,52.33,56.67,2,1,0.67,3.33,145,12,48.33,40,13.85,36.15,52.69,19,2,6.33,6.67,26,5,8.67,16.67,23,3,7.67,10,149,13,49.67,43.33,0,0,0,0,2.87,0,0,0,0,37,3,12.33,10,1,1,0.33,3.33,106,11,35.33,36.67,49,8,16.33,26.67,3,2,1,6.67,64,6,21.33,20,0,0,0,0,0,0,0,0,0,114,11,38,36.67,15,2,5,6.67,42,3,14,10,97,9,32.33,30,132,11,44,36.67,20,2,6.67,6.67,30,2,10,6.67,0,0,0,0,0,0,0,0,49,8,16.33,26.67,112,9,37.33,30,132,11,44,36.67,144,15,48,50,300,30,4,1,1.33,3.33,63,5,21,16.67,6.95
2007662,"NLA06608-0207",2007,1,"7/18/2007","EHIGH","EHIGH","SAP",0,0,0,0,63,11,21,26.19,28.49,53.49,75.58,182,23,60.67,54.76,105,10,35,23.81,82,10,27.33,23.81,27,3,9,7.14,0,0,0,0,109,19,36.33,45.24,0,0,0,0,212,25,70.67,59.52,18.08,36.16,51.29,3,1,1,2.38,28,5,9.33,11.9,16,4,5.33,9.52,211,23,70.33,54.76,0,0,0,0,3.01,4,3,1.33,7.14,27,4,9,9.52,2,2,0.67,4.76,50,9,16.67,21.43,139,19,46.33,45.24,12,1,4,2.38,20,3,6.67,7.14,1.1,2,1,0.67,2.38,0,0,0,0,150,16,50,38.1,4,4,1.33,9.52,60,5,20,11.9,108,11,36,26.19,71,11,23.67,26.19,5,2,1.67,4.76,43,4,14.33,9.52,0,0,0,0,4,3,1.33,7.14,135,16,45,38.1,87,11,29,26.19,71,11,23.67,26.19,82,15,27.33,35.71,300,42,13,3,4.33,7.14,20,3,6.67,7.14,6.19
